episode_id,turn_count,total_assumptions,accommodated,dark_matter,conversion_rate,mean_lag,num_lags
Partnering_with_High_Net_Worth_investors__Central_Banks__ROI_vs_ROA_and_More,3,1,1,0,100.0,0.0,0
Party_like_it_s_2009,6,1,1,0,100.0,0.0,0
Passion_For_People,29,66,61,5,92.42,0.0,0
Passions_Best_Friend_Part_1,3,1,1,0,100.0,0.0,0
Passions_Number_One_Enemy_Part_1,3,1,1,0,100.0,0.0,0
Passive_investing_in_commercial_real_estate,27,92,84,8,91.3,0.0,0
Passover_Sponstaneous_Worship-_Holy_Spirit_Deserving,22,13,12,1,92.31,0.0,0
Pastor_Angel_Mora_-_May_6__2020,4,2,2,0,100.0,0.0,0
Pastor_Bernard_Mulder_-_Confession_Gives_Possession,3,1,1,0,100.0,0.0,0
Pastor_Choe__Recalibrate__Week_2,2,1,1,0,100.0,0.0,0
Pastor_Fawn_Cobler_-_Reset,2,1,1,0,100.0,0.0,0
Pastor_Felix_Martinez-NEIGHBORS,7,7,5,2,71.43,0.0,0
Pastor_Gammons___Samuel_s_Story__Sermon_3_2,5,1,1,0,100.0,0.0,0
Pastor_Hinds_Prayer_of_Encouragement_Episode_20,8,7,6,1,85.71,0.0,0
Pastor_J._Leonard_Harding_Jr.___God_Wont_Fit_in_Your_Box,3,1,1,0,100.0,0.0,0
Pastor_Jeremy_Hanscom-_Trademark_of_the_Covenant._Wednesday__May_27__2020,3,3,3,0,100.0,0.0,0
Pastor_Jose_Preaches_on_First_Day_of_Opening_Following_Start_of_Pandemic,3,1,1,0,100.0,0.0,0
Pastor_LaYona_Washington-The_Enemy_is_after_the_Seed-21-June-2020,3,3,3,0,100.0,0.0,0
Pastor_Nick_Santo__This_is_Your_Mission,3,1,0,1,0.0,0.0,0
Pastor_Scott_with_Special_Guest_-Pastor_Jeff_Collins_Part_1,15,31,27,4,87.1,0.0,0
Pastor_Scott_with_Special_Guest_-Pastor_Jeff_Collins_Part_2,21,32,29,3,90.62,0.0,0
Pastor_Scott_with_Special_Guest_Pastor_David_Dyer_-_Part_1,26,26,21,5,80.77,0.0,0
Pastor_Scott_with_Special_Guest_Pastor_Mark_Workman_-_Part_2,21,13,13,0,100.0,0.0,0
Pastor_Steve_Munds__Regardless_Pt._2,4,5,4,1,80.0,0.0,0
Pastoral_Obligations_to_Non-Members,43,117,105,12,89.74,0.0,0
Pastoral_Update__10,4,3,3,0,100.0,0.0,0
Paths_to_Restoration__Seth_Haines_and_Ed_Cyzewski,56,81,58,23,71.6,0.0,0
Patience,25,14,10,4,71.43,0.0,0
Patience_Is_A_Virtue_-_The_Social_Media_Podcast,4,3,3,0,100.0,0.0,0
Patreon__Looking_at_the_bigger_picture_to_help_you_set_priorities___let_go__81,7,4,3,1,75.0,0.0,0
Patrick_Chambers_12_RONNIES_PODCAST_Rtx,15,19,11,8,57.89,0.0,0
Patrick_Livingston_discusses_his_business__Lenox_Custom_Auto_Detail_Valet_Service,103,148,91,57,61.49,0.0,0
Patrick_McKendry_Talks_Rugby_Writing___NZ_Herald_Career,69,128,74,54,57.81,0.0,0
Patrick_McKendry_Talks_Rugby_Writing___NZ_Herald_Career_2,69,140,88,52,62.86,0.0,0
Patrick_Powers__Founder_World_s_2nd_Biggest_Meetup,48,70,47,23,67.14,0.0,0
Patrick_Wood_countering_Big_Tech_Social_Media_Censorship__ep_5-23_2020,75,157,101,56,64.33,0.0,0
Patrick_Wood_countering_Big_Tech_Social_Media_Censorship__ep_5-23_2020_2,75,179,126,53,70.39,0.0,0
Patsy_Brook_Tallant,97,132,86,46,65.15,0.0,0
Patti_Mara___Listening_to_Your_Customers,31,96,76,20,79.17,0.0,0
Paul_Clifford__Penn_State_Alumni_Association_Ep._012,5,2,2,0,100.0,0.0,0
Paul_Furber__The_Qanon_Countdown_To_11.3,43,80,41,39,51.25,0.0,0
Paul_Furber__The_Qanon_Countdown_To_11.3_2,43,86,49,37,56.98,0.0,0
Paul_Manwaring_-_Father_s_Day_-_Part_1,3,1,1,0,100.0,0.0,0
Paul_O_Neill_on_Dignity_and_Respect,2,2,2,0,100.0,0.0,0
Paul_Peoples__Understanding_Salvation,4,1,1,0,100.0,0.0,0
Paul_Returns_to_Jerusalem__Acts_21_1-36,27,28,21,7,75.0,0.0,0
Paul_Romer_on_the_COVID-19_Pandemic,79,213,153,60,71.83,0.0,0
Paul_Smith_and_Chris_Yetka_Discuss_Why_Covid-19_Losses_May_Well_Be_Covered_under_Your_Business_Interruption_Insurance_Policies,13,57,54,3,94.74,0.0,0
Paul_and_Spiritual_Warfare__Part_3,2,2,2,0,100.0,0.0,0
Paul_and_the_Corinthians__Acts_18,15,10,10,0,100.0,0.0,0
Paula_Savchenko__Attorney_at_MSD_Tax_Law,31,75,65,10,86.67,0.0,0
Paving_Your_Path_as_a_Female_in_Tech_with_Computer_Scientist__Sonia_Camacho,71,166,115,51,69.28,0.0,0
Pavle_Sabic__Founder_of_Tell_Me_More_Ventures,45,82,63,19,76.83,0.0,0
Pay_Your_Rent_With_Tesla_Stock__Steve_Ehrlich_Voyager_CEO_on_Tokenization_and_Fungibility,79,219,154,65,70.32,0.0,0
Payday_Someday._Dr._R.G._Lee,3,1,1,0,100.0,0.0,0
Paying_for_your_kid_s_college_education,65,108,91,17,84.26,0.0,0
Payment_Challenges_for_Businesses_with_Donald_Wilczynski,16,34,30,4,88.24,0.0,0
Payroll_Implementations,23,52,49,3,94.23,0.0,0
Payscale__Licensing__and_Toys,70,171,101,70,59.06,0.0,0
Payscale__Licensing__and_Toys_2,70,171,117,54,68.42,0.0,0
Peace_Be_With_You_-_Rev._Dr._Rob_Blackburn_-_6-7-20,2,2,2,0,100.0,0.0,0
Peace___Orchard___Pastor_Jeffrey_Smith,4,3,3,0,100.0,0.0,0
Peggy_Dickman___CNY_Business_Journal_Interviews___Season_4__Ep._15,27,28,18,10,64.29,0.0,0
Pehr_Granqvist___Attachment_in_Religion_and_Spirituality__A_Wider_View___Guilford_Press__2020,53,154,120,34,77.92,0.0,0
Peiley_Lau_on_how_staying_at_home_made_a_difference,27,66,56,10,84.85,0.0,0
Peiley_Lau_on_how_staying_at_home_made_a_difference_2,27,69,59,10,85.51,0.0,0
Pelk_Talk__2_-_Rob_Pannell__PLL_Atlas_Attackmen,128,220,139,81,63.18,0.0,0
Pen_and_Sword__Can_the_US-China_Relationship_Get_Worse,18,43,39,4,90.7,0.0,0
Pen_and_Sword__Spies_of_the_Deep_with_W._Craig_Reed,34,104,78,26,75.0,0.0,0
Peng_Joon-_Advice_From_an_Omnipresent_Entrepreneur,5,2,2,0,100.0,0.0,0
Peninsula_Energy__PEN__-__40M__why_now__Uranium_Investors_Puzzled,61,158,136,22,86.08,0.0,0
Penn_State_is_still_a_hot_ticket__Pat_Freiermuth_talks_weird_possibility_of_empty_stadiums,2,1,1,0,100.0,0.0,0
Pension_transfer_policy_statement_PS20_6,31,100,88,12,88.0,0.0,0
Pentecost_-_Dry_Bones_Come_Alive,33,61,56,5,91.8,0.0,0
Pentecost_2020,3,5,5,0,100.0,0.0,0
Pentecost_27,3,2,2,0,100.0,0.0,0
Pentecost_2_June_14__2020,3,1,1,0,100.0,0.0,0
Pentecost_3_-_June_21__2020,3,5,3,2,60.0,0.0,0
Pentecost_3__A__Sent_-_June_21__2020,3,3,3,0,100.0,0.0,0
Pentecost_Sunday_-_May_31__2020_-_Pastor_Josh,14,13,12,1,92.31,0.0,0
Pentecost__Breathing___George_Floyd__TAW032,3,1,1,0,100.0,0.0,0
Pentecost__Come_Holy_Spirit,3,2,2,0,100.0,0.0,0
Pentecost_and_Racism,2,3,3,0,100.0,0.0,0
People_Matter__Part_4_Unbelievers_Matter__Sermon_by_Chris_Lindsay,2,3,3,0,100.0,0.0,0
People_cant_cook,44,55,38,17,69.09,0.0,0
People_cant_cook_2,44,59,42,17,71.19,0.0,0
Pepper-Ball_Rifles__Tear_Gas_Canisters_and_Shields,20,23,16,7,69.57,0.0,0
Pepper-Ball_Rifles__Tear_Gas_Canisters_and_Shields_2,20,24,20,4,83.33,0.0,0
Peppermint_Road_Rage,5,2,2,0,100.0,0.0,0
Pepsi_Marketing_Exec_on_the_Importance_of_Multicultural_Marketing,127,265,208,57,78.49,0.0,0
Perfect_Peace_-_Micah_Bosworth_-_5_3_2020,3,1,1,0,100.0,0.0,0
Performance_Kitchen_SVP_Brand_and_Digital_Marketing_Lawrence_Scotland__People__Pros__and_Protein,25,70,63,7,90.0,0.0,0
Peripherys_Misha_Mansoor_on_The_Quarantinecast__16,85,225,152,73,67.56,0.0,0
Peripherys_Misha_Mansoor_on_The_Quarantinecast__16_2,85,211,153,58,72.51,0.0,0
Permission_to_make_more_money_with_TK_Byron,59,158,133,25,84.18,0.0,0
Persecution,13,11,8,3,72.73,0.0,0
Perserverance_in_Life___Business,7,1,1,0,100.0,0.0,0
Perseverance_Devotional_1,47,93,87,6,93.55,0.0,0
Perseverance_Devotional_3,19,23,14,9,60.87,0.0,0
Perseverance_Devotional_4,18,7,2,5,28.57,0.0,0
Perseverance_Devotional_7,15,21,18,3,85.71,0.0,0
Perseverance_Devotional_8,7,4,4,0,100.0,0.0,0
Perseverance_During_The_Coronavirus_Pandemic,3,6,6,0,100.0,0.0,0
Perseverance_by_Faith,3,3,2,1,66.67,0.0,0
Persistence_and_Personality_with_Brandon_C_Ballard,60,114,93,21,81.58,0.0,0
Personal_Brands__Building_your_Digital_Presence_on_a_Shoestring_Budget,2,1,1,0,100.0,0.0,0
Personal_Finance_Podcast_-_The_Working_Dead_by_Steve_Burns___How_To_Trade_Stocks_And_Options_Podcast,43,140,114,26,81.43,0.0,0
Personal_Finance_Tips_for_College_Students,37,95,72,23,75.79,0.0,0
Personal_Financial_Health_with_Pastor_Landon_Orrill,17,56,50,6,89.29,0.0,0
Personal_Responsibility-_Mr._LA,3,1,0,1,0.0,0.0,0
Personality_Tests,52,130,113,17,86.92,0.0,0
Personality_Tests_2,52,141,121,20,85.82,0.0,0
Personality_and_Exercise,5,6,5,1,83.33,0.0,0
Personality_isn_t_Permanent_with_Ben_Hardy_PhD,60,127,104,23,81.89,0.0,0
Personalization_is_Not_Dead__Love_Live_Contextual_Relevance,25,53,40,13,75.47,0.0,0
Persons_of_Interest-_Jaleel_Anthony,13,39,35,4,89.74,0.0,0
Persons_of_Interest-_Pastor_Sam_Hamstra,37,93,70,23,75.27,0.0,0
Perspective_Series_Week_1_Provision_Jonas_Bernales,3,2,1,1,50.0,0.0,0
Perspective__Mental_Health___Creative_Projects_w__Kate_Boylan-Ascione_Filmmaker,5,5,4,1,80.0,0.0,0
Pete_Alexander_-_Connecting_with_Podcast_Hosts,41,55,37,18,67.27,0.0,0
Pete_Panda_Shares_Insights_into_his_African_Mining_Database,20,22,12,10,54.55,0.0,0
Pete_Sims___Black_Lives_Matter_-_Lessons_from_Nehemiah,3,6,6,0,100.0,0.0,0
Peter_Brown_Interviewed_on_Hill_Country_Institute_Live__Part_1,31,63,52,11,82.54,0.0,0
Peter_Grosskopf__CEO_of_Sprott_-_Why_Gold_Only_Gets_to__2_000_by_March_2021,67,164,108,56,65.85,0.0,0
Peter_Van_Kets_-_Adapt_and_Thrive,3,3,3,0,100.0,0.0,0
Phenomenal_Gemstones,69,34,25,9,73.53,0.0,0
Phil_Goldberg_says_Hinduism_has_been_influencing_America_far_longer_than_many_people_think,28,102,99,3,97.06,0.0,0
Phil_Vischer___Jen_Hatmaker__Trump___Photo_Ops,143,145,97,48,66.9,0.0,0
Phil___Lucinda_Dooley_Sunday_Morning,5,12,12,0,100.0,0.0,0
Philip_E._Tetlock_on_Forecasting_and_Foraging_as_a_Fox,163,302,178,124,58.94,0.0,0
Philip__Acts_8_24-40,3,2,2,0,100.0,0.0,0
Philippians_13,3,2,2,0,100.0,0.0,0
Philippians_3__A_Life_Worthy_of_Imitation,2,1,1,0,100.0,0.0,0
Philippians_4_4-7,3,4,4,0,100.0,0.0,0
Philippians_Bible_Study_Chapter_3,3,1,1,0,100.0,0.0,0
Philippians__Session_10,13,18,14,4,77.78,0.0,0
Philippians__Session_11,10,9,8,1,88.89,0.0,0
Phonecall_Conversations_with_Womens_Club_ft_Le_Nanza,29,51,35,16,68.63,0.0,0
Phospherous_is_a_bigger_problem_than_nitrogen_with_Prof._Richard_McDowell__Chief_Scientist__Our_Land_and_Water,19,24,19,5,79.17,0.0,0
Picking_an_Active_Manager__Raising_the_OAS_Clawback_Ceiling__and_Trading_Hertz__EP.103,90,249,211,38,84.74,0.0,0
Picking_winners__Industry_policy_with_Craig_Lawrence,35,123,103,20,83.74,0.0,0
Picky_Eaters,5,3,1,2,33.33,0.0,0
Picky_Eaters_2,5,4,3,1,75.0,0.0,0
Picture_Perfect,19,10,8,2,80.0,0.0,0
Pictures_of_Lily_Podcast__Episode_1.14__The_Music_of_Killing_Eve,16,16,11,5,68.75,0.0,0
Pictures_of_Lily_Podcast__Episode_1.14__The_Music_of_Killing_Eve_2,16,16,9,7,56.25,0.0,0
Pierre_du_Plessis_Nobody_wants_to_join_your_stupid_corporate_story,40,93,79,14,84.95,0.0,0
Pilate_and_Jesus_-_Mark_15_1-15,3,4,3,1,75.0,0.0,0
Pilates___Prayer_-_A_Conversation_with_Emma_Timms,25,73,71,2,97.26,0.0,0
Pinduoduo_on_Social_Ecommerce___Agriculture_with_Xinyi_Lim,35,94,69,25,73.4,0.0,0
Pinterest_Marketing_for_your_Business-_With_Marissa_Abao,17,43,38,5,88.37,0.0,0
Pique_Podcast___Speed_coaching_-_Procrastinating_by_not_picking_a_niche___avoiding_money,125,126,90,36,71.43,0.0,0
Pique_Podcast___Speed_coaching__100_rejections___how_we_hold_ourselves_back,50,83,68,15,81.93,0.0,0
Pirkei_Avos_-_Parshas_Shelach,7,2,2,0,100.0,0.0,0
Pirkei_Avos__32-_Perek_2__Mishna_9__5780,83,100,73,27,73.0,0.0,0
Pirkei_Avos__35-_Perek_2__Mishna_10-12__5780,61,73,47,26,64.38,0.0,0
Pirkei_Avos___Chapter_1_Mishna_12_PART_1___Rabbi_Jeff_Wohlgelernter,6,1,1,0,100.0,0.0,0
Pitch_on_your_first_call,3,2,2,0,100.0,0.0,0
Pitching_Yourself_to_Local_Media_and_Trade_Media,29,68,60,8,88.24,0.0,0
Pitney_Bowes,37,125,106,19,84.8,0.0,0
Pivoting_in_the_Pandemic_with_Chrissy_Gow,28,90,82,8,91.11,0.0,0
Pivoting_with_the_Times,33,87,76,11,87.36,0.0,0
Places_are_finally_opening_up__Jk_it_isn_t_good,5,2,1,1,50.0,0.0,0
Places_are_finally_opening_up__Jk_it_isn_t_good_2,5,1,1,0,100.0,0.0,0
Plagues__Parables__and_Pundits,3,2,2,0,100.0,0.0,0
Plains_UMC_Worship_Trinity_Sunday_7Jun20,5,8,6,2,75.0,0.0,0
Plan_Including_One_Of_Australias_Tallest_Commences,9,7,5,2,71.43,0.0,0
Planning_BD_for_our__new_normal,27,35,31,4,88.57,0.0,0
Planning_your_Episodes,21,51,44,7,86.27,0.0,0
Plant20_Progress,7,10,10,0,100.0,0.0,0
Plant_Medicine_with_Makenzie_Marzluff,19,67,57,10,85.07,0.0,0
Planted_Together,3,3,1,2,33.33,0.0,0
Planting,11,3,3,0,100.0,0.0,0
Plateau_Energy_Metals__TSX-V_PLU__-_There_is_a_Light_at_The_End_of_The_Tunnel,47,114,97,17,85.09,0.0,0
Plateau_Energy_Metals__TSX-V_PLU__-_There_is_a_Light_at_The_End_of_The_Tunnel_2,47,111,77,34,69.37,0.0,0
Playing_The_Long_Game_with_Darin_Butcher,61,215,179,36,83.26,0.0,0
Please_Don_t_Judge_Me__Daily_Devotional__16__Be_Loving_Kind,3,1,1,0,100.0,0.0,0
Plugged_in_Daily_Review_1_min_6,3,2,2,0,100.0,0.0,0
Plugged_in_Daily_Review_1_min_8,3,2,1,1,50.0,0.0,0
Plummer_Park_Protest,43,64,51,13,79.69,0.0,0
PodChats_for_FutureCIO__AI_in_analytics_a_CTO_perspective,20,44,38,6,86.36,0.0,0
PodcastBlackout___My_BlackSquare,5,3,3,0,100.0,0.0,0
Podcast_-_June_21__2020,3,3,3,0,100.0,0.0,0
Podcast_235__Fathers_and_Kidz_Part_6,18,13,11,2,84.62,0.0,0
Podcast_2__Jesus_Can_Still_Surprise_You,5,7,7,0,100.0,0.0,0
Podcast_57_-_Healthcare_Supply_Utilization_Management__What_It_Is_and_What_It_Is_Not,15,64,63,1,98.44,0.0,0
Podcast_9_-_Mind2Soula_SameChange_Meditation_Series_-_Seeing_Change_-_Knowing,5,5,5,0,100.0,0.0,0
Podcast_Brand_Kit_-_Make_Your_Own_Podcast_Cover_Art,51,99,71,28,71.72,0.0,0
Podcast_Chats_1_-_Tom_Scrivens,19,49,41,8,83.67,0.0,0
Podcast_Episode_307,75,144,85,59,59.03,0.0,0
Podcast_Episode_6_-_How_far_out_do_I_book_events,3,1,1,0,100.0,0.0,0
Podcast_Interview_with_Swati_Bhargava_-_Co_Founder_-_Cashkaro,38,69,39,30,56.52,0.0,0
Podcast_S3E60__Hakan_Ozan_-_Building_an_ISO_standard_for_innovation_management,19,57,53,4,92.98,0.0,0
Podcast_S3E64__Jonathan_Courtney_-_What_it_takes_to_build_a_successful_digital_product,25,53,38,15,71.7,0.0,0
Podcast__215__The_Final_Purge,3,2,2,0,100.0,0.0,0
Podcast__47___Hope_Again___with_Charlee_Laborico,41,91,84,7,92.31,0.0,0
Podcast__4_-_Hope_Of_The_Next_Life___4.15.20,110,187,136,51,72.73,0.0,0
Podcast__Abortion___Daily_Hope___Family_devotions,63,123,95,28,77.24,0.0,0
Podcast__Choose_ONE__Rich_And_Free_or_Broke_And_Dependent,3,3,3,0,100.0,0.0,0
Podcast__Getting_Creative_-_How_the_Hispanic_Restaurant_Industry_is_Weathering_COVID-19,33,77,67,10,87.01,0.0,0
Podcast__The_Real_Truth_About_Why_SO_Many_Agents__Retire__Broke,3,4,4,0,100.0,0.0,0
Podcasting..._Just_Do_It,5,2,2,0,100.0,0.0,0
Podcasts__More_Authentic_Communication,6,1,0,1,0.0,0.0,0
Podcasts__Pastoral_Questions_and_Kermit_the_Frog,25,28,21,7,75.0,0.0,0
Podkasting_Pro-Tips,21,11,8,3,72.73,0.0,0
Podkasting_Pro-Tips_2,21,12,11,1,91.67,0.0,0
Podmaster_Businesses_are_reawakening,14,37,35,2,94.59,0.0,0
Police__Protests__and_Pride,44,136,107,29,78.68,0.0,0
Police__Protests__and_Pride_2,44,136,103,33,75.74,0.0,0
Police_and_Community_Relations,12,26,23,3,88.46,0.0,0
Policies_on_Facilitation_Payments,2,1,1,0,100.0,0.0,0
Policy_and_Communication_Changes_due_to_COVID19,27,48,36,12,75.0,0.0,0
Politically_Correct_Culture_in_2020,69,142,114,28,80.28,0.0,0
Politically_Correct_Culture_in_2020_2,69,149,101,48,67.79,0.0,0
Polycystic_Ovarian_Syndrome__PCOS__with_Dr._Meivys_Garcia__Reproductive_Endocrinologist,39,77,66,11,85.71,0.0,0
Pop-tarts__Reeses_Puffs_and_your_part_in_the_Body_of_Christ,198,239,152,87,63.6,0.0,0
Popes_Arms_Healing.Open_Season_on_Remnant_Marked_4_Death.UK_Furloughed_Pastors_Pick_Fruit_for_Queen,2,1,1,0,100.0,0.0,0
Pops_and_JakeyT_Podcast_Episode_31_Contest_Winner_and_Keemstar_and_H3H3_drama,202,222,100,122,45.05,0.0,0
Position_and_Prayer,5,3,3,0,100.0,0.0,0
Positioning_Yourself_as_an_Authority_with_Mike_Saunders_-_110,39,147,126,21,85.71,0.0,0
Positive__Part_2__The_Cure_for_Complaining_-_Positive,7,4,4,0,100.0,0.0,0
Possible_Reasons_for_Apparent_Contradictions__June_14__2020,3,2,2,0,100.0,0.0,0
Post-Market_Commentary_on_Gold_and_V-Shaped_Recoveries,15,44,32,12,72.73,0.0,0
Post_Memorial_Day_Volumes,19,41,22,19,53.66,0.0,0
Post_Pandemic_Plan__COVID-19_NJ_Judicial_Orders_-_June_10th_and_11th,3,2,2,0,100.0,0.0,0
Post_Pandemic_Plan__COVID-19_NJ_Judicial_Orders_-_June_10th_and_11th_2,3,3,3,0,100.0,0.0,0
Post_Production_Workflow_with_Kelsey_Brannan__Ep158,73,129,74,55,57.36,0.0,0
Pot_Talk_Podcast__ep_10__-_Season_One_Finale,4,1,1,0,100.0,0.0,0
Potential_Versus_Action_With_Kayla_Ybanez,61,96,69,27,71.88,0.0,0
Potential_benefits_of_structural_planningA_state_perspective,17,28,27,1,96.43,0.0,0
Power_For_The_Day_6_9,10,15,15,0,100.0,0.0,0
Power_Project_Episode__87__The_Power_of_a_Responsible_Mindset,4,3,3,0,100.0,0.0,0
Power_Project_Episode__89__Stuck_in_The_Middle_with_Chelsey_Collier,39,91,77,14,84.62,0.0,0
Power_Your_Job_Search_With_These_Successful_Strategies,36,67,49,18,73.13,0.0,0
Power_of_Pentecost,25,46,43,3,93.48,0.0,0
Power_of_Podcasting_with_James_Mulvany_from_MatchMaker.fm,48,167,132,35,79.04,0.0,0
Power_of_Speaking_Same_Words,61,75,63,12,84.0,0.0,0
Powerbomb__How_to_Adapt_To_Today_s_Consumer_w__Robert_Karbaum,2,1,1,0,100.0,0.0,0
Practical_Industrial_Property_Leasing_Checklist,3,8,8,0,100.0,0.0,0
Practice_01__Spirals_of_Sustenance,7,4,3,1,75.0,0.0,0
Practicing_in_a_Pandemic__Dr._Kirsten_Lysne_of_Moxie__Inc._Discusses_the_New_Approaches_to_Receiving_Services,17,20,12,8,60.0,0.0,0
Practicing_in_a_Pandemic__The_Hon._Sheridan_Hawley_Discusses_Washington_County_Court_Plans,47,57,37,20,64.91,0.0,0
Practicing_in_a_Pandemic__Tifanne_Wolter_Discusses_the_Work_of_the_MSBA_Family_Law_Section,25,34,25,9,73.53,0.0,0
Practising_Happiness_-_part_1,11,17,17,0,100.0,0.0,0
Praise_And_Worship_2,3,2,2,0,100.0,0.0,0
Praising_God_in_a_Philippian_Jail,3,1,1,0,100.0,0.0,0
Prana_Rhythm,3,1,1,0,100.0,0.0,0
Praxis__No_Filter_with_Altoria_Helms,41,74,58,16,78.38,0.0,0
Praxis__No_Filter_with_Dr._Shae_Grays,61,110,90,20,81.82,0.0,0
Pray_Confidently_06_21_20,3,3,3,0,100.0,0.0,0
Pray_Like_Jesus__Part_2,40,71,64,7,90.14,0.0,0
Pray_UnceasinglyaThe_Battle_Has_Begun,3,2,2,0,100.0,0.0,0
Pray_then_like_this__part_3,7,3,2,1,66.67,0.0,0
Prayer,19,65,61,4,93.85,0.0,0
Prayer_-_Being_Persistent_by_Dr_Preston_Henderson,2,1,1,0,100.0,0.0,0
Prayer_8,19,76,70,6,92.11,0.0,0
Prayer_House_S1E2_-_Learning_to_align_our_plans_with_God_by_Gina_George,3,3,2,1,66.67,0.0,0
Prayer_Pt._2,9,27,24,3,88.89,0.0,0
Prayer_Pt._4,16,38,36,2,94.74,0.0,0
Prayer__Acts_4_23-31,3,2,2,0,100.0,0.0,0
Prayer__Be_Encouraged,3,3,3,0,100.0,0.0,0
Prayer__The_Most_Essential_Part,3,4,4,0,100.0,0.0,0
Prayer__there_is_liberty,5,12,12,0,100.0,0.0,0
Prayer_for_Releasing_the_Blocks_to_Love,2,1,1,0,100.0,0.0,0
Prayerful_Waiting,3,1,1,0,100.0,0.0,0
Prayers_for_finances_-_our_new_devotional,15,10,5,5,50.0,0.0,0
Prayers_of_Thankfulness__24.5.20__Ps_Charlie_Halliday,3,1,1,0,100.0,0.0,0
Praying_Our_Loneliness,3,5,5,0,100.0,0.0,0
Praying_The_Promise,32,68,54,14,79.41,0.0,0
Praying_The_Psalms_May_31_-_Psalm_148,4,2,2,0,100.0,0.0,0
Praying_and_Praising_God_in_Times_of_Trouble_--_Psalm_59,3,2,2,0,100.0,0.0,0
Praying_away_our_fear__despair_and_anxiety,9,14,11,3,78.57,0.0,0
Pre-Camp,7,2,0,2,0.0,0.0,0
Preach_the_Word,3,4,3,1,75.0,0.0,0
Preaching_Podcast_Ep.__20_-_Stay_SHARP_in_COVID_Times__Seek__Pastor_Jojo_Baldo,5,5,5,0,100.0,0.0,0
Predicting_the_Success_of_New_Ideas,3,4,4,0,100.0,0.0,0
Premier_Episode,20,24,18,6,75.0,0.0,0
Premiership_football_returns_today__but_what_are_the_commercial_realities_in_the_lower_leagues,39,93,78,15,83.87,0.0,0
Premium_Service_vs._Customer_Service_w__Barry_Jacobson,41,140,132,8,94.29,0.0,0
Preparing_Your_Family_for_the_Unexpected__with_Mireet_Wolf_-_Ep_04,19,29,26,3,89.66,0.0,0
Presbyterian_History,3,1,1,0,100.0,0.0,0
Preserving_a_Strong_Democracy,43,105,80,25,76.19,0.0,0
President_of_Empire_Entertainment_J.B._Miller_on_Creative_Heroism_for_Virtual_Fundraisers,32,82,67,15,81.71,0.0,0
Press_Freedom_and_Fake_News_with_Karishma_Vyas,27,57,43,14,75.44,0.0,0
Press_Freedom_and_Fake_News_with_Karishma_Vyas_2,27,67,42,25,62.69,0.0,0
Press_On,3,2,2,0,100.0,0.0,0
Pressing_Into_Purpose,3,6,5,1,83.33,0.0,0
Pretender_or_Performer,23,35,27,8,77.14,0.0,0
Preview__First_Word_2,2,1,1,0,100.0,0.0,0
Price_for_Power-_Bishop_Elect_Richard_Yeboah__Sunday__May_31__2020,17,30,30,0,100.0,0.0,0
Pride,35,86,79,7,91.86,0.0,0
Pride_and_Protection_-_The_Tower_of_Babel,3,2,2,0,100.0,0.0,0
Primal_Fear___Jaws_of_Death___1999__Review,61,119,78,41,65.55,0.0,0
Primal_Fear___Jaws_of_Death___1999__Review_2,61,130,94,36,72.31,0.0,0
Prioritizing_For_Relationships_With_Ross_Baird,21,54,46,8,85.19,0.0,0
Private_Lenders__Podcast__42-_How_to_win_in_2020_as_a_private_lender,39,134,109,25,81.34,0.0,0
Pro_Tips_to_Live_a_Dynamic_Lifestyle_Series_Episode__15_with_Chady_Dunmore,32,44,35,9,79.55,0.0,0
Probably_Alexandra_-_MINDGAME_LUCIFER_-_Part_2_of_3,8,7,7,0,100.0,0.0,0
Problems_and_Promises,3,1,1,0,100.0,0.0,0
Process_Of_Digital_Marketing_Part-3__What_is_Real_Meaning_Of_Engagement_in_Digital_Marketing_2020,2,4,4,0,100.0,0.0,0
Process_of_Digital_Marketing_part-6__What_is_re-targeting_re-marketing_in_Digital_marketing_in_2020,2,3,3,0,100.0,0.0,0
Processing_Race___A_Conversation_between_Wole___Sam,22,51,49,2,96.08,0.0,0
Procurement_s_Skills_Needed_for_the_Digital_Age_a_Martin_Smith_from_Talent_Drive,35,138,110,28,79.71,0.0,0
Product_Manager_as_Designer,2,3,3,0,100.0,0.0,0
Productive__Lego__Blocks_of_Time_with_Jon_Hilton,43,98,73,25,74.49,0.0,0
Productivity___Efficiency_Different_Faces_STS__087,2,1,1,0,100.0,0.0,0
Productivity___Performance__Coffee___Productivity__1_with_Katie_Frances_Stoddart,39,89,81,8,91.01,0.0,0
Prof_Ed_Roberts__An_MIT_Lifer,3,6,5,1,83.33,0.0,0
Professional_Support_For_Your_Next_Big_Private_Tour_Adventure_To_Jordan,3,3,3,0,100.0,0.0,0
Professional_boxer_Joe_Maphosa_-_Growth_Strategy_Roadmap,82,160,90,70,56.25,0.0,0
Professor_Ed_Roberts_57__SM_58__SM_60__PhD_62,27,56,37,19,66.07,0.0,0
Professor_Embraces_SCIENCE_and_SCRIPTURE___Interview_with_Allen_Dunckley,17,35,30,5,85.71,0.0,0
Professor_Joseph_Ibrahim_on_aged_care_and_coronavirus,15,35,30,5,85.71,0.0,0
Professor_Mandla_Makhanya__Africa_has_a_reason_to_celebrate_its_achievements,7,11,11,0,100.0,0.0,0
