prompt_id,assumption_id,category,source_episode_id,source_turn_idx,source_assumption_idx,assumption_text,control_episode_id,control_turn_idx,control_claim_idx,claim_text,overlap_score,entailment_score,confidence,raw
political|71092|12|3|1ac082a1ee332dcf|1,political|71092|12|3|1ac082a1ee332dcf,political,71092,12,3,The speaker believes the interlocutor possesses legitimate expertise on the topic.,81208,10,3,The speaker believes the location of the meeting was in Kentucky.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
political|71092|12|3|1ac082a1ee332dcf|2,political|71092|12|3|1ac082a1ee332dcf,political,71092,12,3,The speaker believes the interlocutor possesses legitimate expertise on the topic.,81208,15,9,The speaker believes bipartisanship increased under Republican majorities compared to Democratic ones.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
political|71349|7|4|fbf1ecd265c05489|0,political|71349|7|4|fbf1ecd265c05489,political,71349,7,4,Transparency strengthens rather than undermines the rule of law.,87480,25,2,Republican Party strength is rooted in grassroots movements rather than top-down influence.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
political|83897|3|5|04851843e46dd9eb|0,political|83897|3|5|04851843e46dd9eb,political,83897,3,5,The speaker trusts that the change in schedule is final and not subject to further revision.,72805,19,8,The speaker advised the governor not to submit a state implementation plan for federal carbon regulations.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|Career_guidance_for_young_people_and_interior_design_-_with_Elizabeth_Forbes|23|2|d982d791aae5952c|0,business|Career_guidance_for_young_people_and_interior_design_-_with_Elizabeth_Forbes|23|2|d982d791aae5952c,business,Career_guidance_for_young_people_and_interior_design_-_with_Elizabeth_Forbes,23,2,People should prioritize their emotional well-being over purely technical or creative fulfillment.,Leading_Through_Crisis,5,4,"Leaders should assess changes in their people, processes, and numbers to understand current reality.",2,3,0.7,"{
  ""entailment_score"": 3,
  ""confidence"": 0.7
}"
business|Career_guidance_for_young_people_and_interior_design_-_with_Elizabeth_Forbes|23|2|d982d791aae5952c|1,business|Career_guidance_for_young_people_and_interior_design_-_with_Elizabeth_Forbes|23|2|d982d791aae5952c,business,Career_guidance_for_young_people_and_interior_design_-_with_Elizabeth_Forbes,23,2,People should prioritize their emotional well-being over purely technical or creative fulfillment.,Leading_Through_Crisis,6,3,Leaders should prioritize staying informed about rapidly changing situations.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|Career_guidance_for_young_people_and_interior_design_-_with_Elizabeth_Forbes|23|2|d982d791aae5952c|2,business|Career_guidance_for_young_people_and_interior_design_-_with_Elizabeth_Forbes|23|2|d982d791aae5952c,business,Career_guidance_for_young_people_and_interior_design_-_with_Elizabeth_Forbes,23,2,People should prioritize their emotional well-being over purely technical or creative fulfillment.,Leading_Through_Crisis,21,9,Leaders should inquire about future product/service usage over the next 90 days.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|Career_guidance_for_young_people_and_interior_design_-_with_Elizabeth_Forbes|23|2|d982d791aae5952c|3,business|Career_guidance_for_young_people_and_interior_design_-_with_Elizabeth_Forbes|23|2|d982d791aae5952c,business,Career_guidance_for_young_people_and_interior_design_-_with_Elizabeth_Forbes,23,2,People should prioritize their emotional well-being over purely technical or creative fulfillment.,Leading_Through_Crisis,26,0,A leader who fails to prioritize personal well-being will struggle to lead their organization effectively.,2,9,0.95,"{
  ""entailment_score"": 9,
  ""confidence"": 0.95
}"
business|Career_guidance_for_young_people_and_interior_design_-_with_Elizabeth_Forbes|23|2|d982d791aae5952c|4,business|Career_guidance_for_young_people_and_interior_design_-_with_Elizabeth_Forbes|23|2|d982d791aae5952c,business,Career_guidance_for_young_people_and_interior_design_-_with_Elizabeth_Forbes,23,2,People should prioritize their emotional well-being over purely technical or creative fulfillment.,Leading_Through_Crisis,30,4,"Leaders should seek input from people outside their organization, including peers and other industry groups.",2,3,0.7,"{
  ""entailment_score"": 3,
  ""confidence"": 0.7
}"
political|81311|10|1|79dd392a2d362bb2|0,political|81311|10|1|79dd392a2d362bb2,political,81311,10,1,The speaker has reason to believe the recipient may have engaged with or formed opinions about the image.,49800,4,3,The listener may have thoughts about being an astronaut after their military service.,3,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
political|81311|10|1|79dd392a2d362bb2|1,political|81311|10|1|79dd392a2d362bb2,political,81311,10,1,The speaker has reason to believe the recipient may have engaged with or formed opinions about the image.,49800,28,2,The speaker wants to hear about a book the interlocutor has done.,3,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
political|81311|10|1|79dd392a2d362bb2|2,political|81311|10|1|79dd392a2d362bb2,political,81311,10,1,The speaker has reason to believe the recipient may have engaged with or formed opinions about the image.,49800,2,1,The speaker is addressing someone who has a brother.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
political|81311|10|1|79dd392a2d362bb2|3,political|81311|10|1|79dd392a2d362bb2,political,81311,10,1,The speaker has reason to believe the recipient may have engaged with or formed opinions about the image.,49800,9,2,The speaker has personally met and spoken with Larry Page and Sergey Brin multiple times.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
political|81311|10|1|79dd392a2d362bb2|4,political|81311|10|1|79dd392a2d362bb2,political,81311,10,1,The speaker has reason to believe the recipient may have engaged with or formed opinions about the image.,49800,20,2,Both the speaker and Scott have become astronauts.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
political|81311|10|1|79dd392a2d362bb2|5,political|81311|10|1|79dd392a2d362bb2,political,81311,10,1,The speaker has reason to believe the recipient may have engaged with or formed opinions about the image.,49800,28,0,The speaker wants to hear about AstroTwins.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
political|81311|10|1|79dd392a2d362bb2|6,political|81311|10|1|79dd392a2d362bb2,political,81311,10,1,The speaker has reason to believe the recipient may have engaged with or formed opinions about the image.,49800,28,1,The speaker wants to hear about Project Blastoff.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
political|81311|10|1|79dd392a2d362bb2|7,political|81311|10|1|79dd392a2d362bb2,political,81311,10,1,The speaker has reason to believe the recipient may have engaged with or formed opinions about the image.,49800,30,3,There have been prior discussions between the speaker and Mark on this topic.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|EP.39__CORONAVIRUS_UPDATES__JAMES_ALTUCHER__BOUNCE_BACK_PREDICTIONS|21|1|4fd7340acb6bbaa6|0,business|EP.39__CORONAVIRUS_UPDATES__JAMES_ALTUCHER__BOUNCE_BACK_PREDICTIONS|21|1|4fd7340acb6bbaa6,business,EP.39__CORONAVIRUS_UPDATES__JAMES_ALTUCHER__BOUNCE_BACK_PREDICTIONS,21,1,The speaker trusts their own observation of Jacksonville Beach more than online images.,Master_Communicator_Podcast_with_Akhil_Mittal,2,4,Alturo has more than 400 employees.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
business|EP.39__CORONAVIRUS_UPDATES__JAMES_ALTUCHER__BOUNCE_BACK_PREDICTIONS|21|1|4fd7340acb6bbaa6|1,business|EP.39__CORONAVIRUS_UPDATES__JAMES_ALTUCHER__BOUNCE_BACK_PREDICTIONS|21|1|4fd7340acb6bbaa6,business,EP.39__CORONAVIRUS_UPDATES__JAMES_ALTUCHER__BOUNCE_BACK_PREDICTIONS,21,1,The speaker trusts their own observation of Jacksonville Beach more than online images.,Master_Communicator_Podcast_with_Akhil_Mittal,4,3,"Eleven years ago, the speaker was one of the youngest project managers leading a team where most members were older than them.",2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
business|Safeguarding_COVID-19_Research__Other_Intellectual_Property|0|5|4daca52a9584ecb4|0,business|Safeguarding_COVID-19_Research__Other_Intellectual_Property|0|5|4daca52a9584ecb4,business,Safeguarding_COVID-19_Research__Other_Intellectual_Property,0,5,Swift action by institutions is feasible and necessary rather than merely advisable under current threat conditions.,Revitalise_ReConnect_Meets_-_Steve_McKenna_Wordsmith,5,0,The speaker recommends following the market rather than being constrained by initial ideas.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|Safeguarding_COVID-19_Research__Other_Intellectual_Property|0|5|4daca52a9584ecb4|1,business|Safeguarding_COVID-19_Research__Other_Intellectual_Property|0|5|4daca52a9584ecb4,business,Safeguarding_COVID-19_Research__Other_Intellectual_Property,0,5,Swift action by institutions is feasible and necessary rather than merely advisable under current threat conditions.,Revitalise_ReConnect_Meets_-_Steve_McKenna_Wordsmith,6,2,Current business environments are under strain due to recent events.,2,3,0.7,"{
  ""entailment_score"": 3,
  ""confidence"": 0.7
}"
business|Safeguarding_COVID-19_Research__Other_Intellectual_Property|0|5|4daca52a9584ecb4|2,business|Safeguarding_COVID-19_Research__Other_Intellectual_Property|0|5|4daca52a9584ecb4,business,Safeguarding_COVID-19_Research__Other_Intellectual_Property,0,5,Swift action by institutions is feasible and necessary rather than merely advisable under current threat conditions.,Revitalise_ReConnect_Meets_-_Steve_McKenna_Wordsmith,14,1,You are viewing the situation from an external perspective rather than an internal one.,2,3,0.8,"{
  ""entailment_score"": 3,
  ""confidence"": 0.8
}"
business|Transferable_Skills__Med_Sales_to_Tech_Sales|11|3|01d1aac2e60d6e3b|0,business|Transferable_Skills__Med_Sales_to_Tech_Sales|11|3|01d1aac2e60d6e3b,business,Transferable_Skills__Med_Sales_to_Tech_Sales,11,3,The launch of genetic services represented a strategic shift in the company’s product offerings.,Recruiting_Gym_Stand_Up__28_-_Strategies_To_Succeed_feat._Steve_Moran,27,5,We have diversified our services beyond core IT and digital offerings.,2,3,0.7,"{
  ""entailment_score"": 3,
  ""confidence"": 0.7
}"
business|Greg_Digneo|61|0|4487ef34e54d85c7|0,business|Greg_Digneo|61|0|4487ef34e54d85c7,business,Greg_Digneo,61,0,The speaker believes that WordPress is relevant to SEO or site ranking.,Why_and_How_to_Determine_Your_Core_Values,7,2,The speaker believes that helping others identify core values is a personal value.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
business|Greg_Digneo|61|0|4487ef34e54d85c7|1,business|Greg_Digneo|61|0|4487ef34e54d85c7,business,Greg_Digneo,61,0,The speaker believes that WordPress is relevant to SEO or site ranking.,Why_and_How_to_Determine_Your_Core_Values,8,5,The speaker believes Jim Collins’ quote is accurate and insightful.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
business|Episode_51_-_What_s_New_In_Camtasia_2020|44|4|da03738b11464e93|0,business|Episode_51_-_What_s_New_In_Camtasia_2020|44|4|da03738b11464e93,business,Episode_51_-_What_s_New_In_Camtasia_2020,44,4,The speaker has the authority to define or reframe the topic of discussion.,Championing_Your_Life_Through_a_Positive_Diagnosis_with_Jessica_Robbins,10,3,The speaker has formed friendships and connections primarily through Facebook and online support groups.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
business|Episode_51_-_What_s_New_In_Camtasia_2020|44|4|da03738b11464e93|1,business|Episode_51_-_What_s_New_In_Camtasia_2020|44|4|da03738b11464e93,business,Episode_51_-_What_s_New_In_Camtasia_2020,44,4,The speaker has the authority to define or reframe the topic of discussion.,Championing_Your_Life_Through_a_Positive_Diagnosis_with_Jessica_Robbins,10,5,This is the first time the speaker has seen their audience virtually face to face.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
business|Episode_51_-_What_s_New_In_Camtasia_2020|44|4|da03738b11464e93|2,business|Episode_51_-_What_s_New_In_Camtasia_2020|44|4|da03738b11464e93,business,Episode_51_-_What_s_New_In_Camtasia_2020,44,4,The speaker has the authority to define or reframe the topic of discussion.,Championing_Your_Life_Through_a_Positive_Diagnosis_with_Jessica_Robbins,11,0,The speaker has known about Huntington's disease (HD) their entire life.,2,1,0.85,"{
  ""entailment_score"": 1,
  ""confidence"": 0.85
}"
business|Episode_51_-_What_s_New_In_Camtasia_2020|44|4|da03738b11464e93|3,business|Episode_51_-_What_s_New_In_Camtasia_2020|44|4|da03738b11464e93,business,Episode_51_-_What_s_New_In_Camtasia_2020,44,4,The speaker has the authority to define or reframe the topic of discussion.,Championing_Your_Life_Through_a_Positive_Diagnosis_with_Jessica_Robbins,12,2,The speaker's sister has Juvenile Huntington's Disease (JHD).,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
political|84779|13|6|0878cca0d1228eea|0,political|84779|13|6|0878cca0d1228eea,political,84779,13,6,Detainees transferred abroad will not receive fair trials or due process comparable to U.S. standards.,44922,8,7,We will not stand by the article's agenda.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|Ep_14__Just_Being_A_Visionary|3|2|1fcadd5330953ac9|0,business|Ep_14__Just_Being_A_Visionary|3|2|1fcadd5330953ac9,business,Ep_14__Just_Being_A_Visionary,3,2,The speaker has sufficient observational experience to generalize about others' psychological patterns.,EP_211__Full_Time_Investing_is_Now_My_Side_Hustle._Heres_Why_I_Did_it___How_it_Works_w__Paul_DoCampo,29,6,The speaker has experience working on multiple deals and collaborating with others.,4,3,0.6,"{
  ""entailment_score"": 3,
  ""confidence"": 0.6
}"
business|Ep_14__Just_Being_A_Visionary|3|2|1fcadd5330953ac9|1,business|Ep_14__Just_Being_A_Visionary|3|2|1fcadd5330953ac9,business,Ep_14__Just_Being_A_Visionary,3,2,The speaker has sufficient observational experience to generalize about others' psychological patterns.,EP_211__Full_Time_Investing_is_Now_My_Side_Hustle._Heres_Why_I_Did_it___How_it_Works_w__Paul_DoCampo,7,1,The speaker has experience in real estate and marketing.,3,3,0.7,"{
  ""entailment_score"": 3,
  ""confidence"": 0.7
}"
business|Ep_14__Just_Being_A_Visionary|3|2|1fcadd5330953ac9|2,business|Ep_14__Just_Being_A_Visionary|3|2|1fcadd5330953ac9,business,Ep_14__Just_Being_A_Visionary,3,2,The speaker has sufficient observational experience to generalize about others' psychological patterns.,EP_211__Full_Time_Investing_is_Now_My_Side_Hustle._Heres_Why_I_Did_it___How_it_Works_w__Paul_DoCampo,0,5,"The speaker has previously engaged in active, high-effort investing activities like 'going door to door'.",2,3,0.6,"{
  ""entailment_score"": 3,
  ""confidence"": 0.6
}"
business|Ep_14__Just_Being_A_Visionary|3|2|1fcadd5330953ac9|3,business|Ep_14__Just_Being_A_Visionary|3|2|1fcadd5330953ac9,business,Ep_14__Just_Being_A_Visionary,3,2,The speaker has sufficient observational experience to generalize about others' psychological patterns.,EP_211__Full_Time_Investing_is_Now_My_Side_Hustle._Heres_Why_I_Did_it___How_it_Works_w__Paul_DoCampo,10,3,The speaker has worked on calls while officially at their job.,2,3,0.7,"{
  ""entailment_score"": 3,
  ""confidence"": 0.7
}"
business|Ep_14__Just_Being_A_Visionary|3|2|1fcadd5330953ac9|4,business|Ep_14__Just_Being_A_Visionary|3|2|1fcadd5330953ac9,business,Ep_14__Just_Being_A_Visionary,3,2,The speaker has sufficient observational experience to generalize about others' psychological patterns.,EP_211__Full_Time_Investing_is_Now_My_Side_Hustle._Heres_Why_I_Did_it___How_it_Works_w__Paul_DoCampo,11,6,The speaker intends to explore the listener’s real estate activities by asking about their typical daily schedule.,2,5,0.8,"{
  ""entailment_score"": 5,
  ""confidence"": 0.8
}"
business|Ep_14__Just_Being_A_Visionary|3|2|1fcadd5330953ac9|5,business|Ep_14__Just_Being_A_Visionary|3|2|1fcadd5330953ac9,business,Ep_14__Just_Being_A_Visionary,3,2,The speaker has sufficient observational experience to generalize about others' psychological patterns.,EP_211__Full_Time_Investing_is_Now_My_Side_Hustle._Heres_Why_I_Did_it___How_it_Works_w__Paul_DoCampo,19,0,The speaker asks about the timing of when someone will arrive to start working on weekends.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
business|Ep_14__Just_Being_A_Visionary|3|2|1fcadd5330953ac9|6,business|Ep_14__Just_Being_A_Visionary|3|2|1fcadd5330953ac9,business,Ep_14__Just_Being_A_Visionary,3,2,The speaker has sufficient observational experience to generalize about others' psychological patterns.,EP_211__Full_Time_Investing_is_Now_My_Side_Hustle._Heres_Why_I_Did_it___How_it_Works_w__Paul_DoCampo,27,9,"Paul has experience writing copy, blog content, and automated content for clients.",2,9,0.95,"{
  ""entailment_score"": 9,
  ""confidence"": 0.95
}"
business|Ep_14__Just_Being_A_Visionary|3|2|1fcadd5330953ac9|7,business|Ep_14__Just_Being_A_Visionary|3|2|1fcadd5330953ac9,business,Ep_14__Just_Being_A_Visionary,3,2,The speaker has sufficient observational experience to generalize about others' psychological patterns.,EP_211__Full_Time_Investing_is_Now_My_Side_Hustle._Heres_Why_I_Did_it___How_it_Works_w__Paul_DoCampo,29,1,The speaker is asking an open-ended question about initial considerations in writing copy.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|Ep_14__Just_Being_A_Visionary|3|2|1fcadd5330953ac9|8,business|Ep_14__Just_Being_A_Visionary|3|2|1fcadd5330953ac9,business,Ep_14__Just_Being_A_Visionary,3,2,The speaker has sufficient observational experience to generalize about others' psychological patterns.,EP_211__Full_Time_Investing_is_Now_My_Side_Hustle._Heres_Why_I_Did_it___How_it_Works_w__Paul_DoCampo,30,3,Sending mass mailings to homeowners with 30% equity has failed in the speaker’s market.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|Ep_14__Just_Being_A_Visionary|3|2|1fcadd5330953ac9|9,business|Ep_14__Just_Being_A_Visionary|3|2|1fcadd5330953ac9,business,Ep_14__Just_Being_A_Visionary,3,2,The speaker has sufficient observational experience to generalize about others' psychological patterns.,EP_211__Full_Time_Investing_is_Now_My_Side_Hustle._Heres_Why_I_Did_it___How_it_Works_w__Paul_DoCampo,34,0,The speaker has successfully used synonym replacement without encountering issues.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
business|Ep_14__Just_Being_A_Visionary|3|2|1fcadd5330953ac9|10,business|Ep_14__Just_Being_A_Visionary|3|2|1fcadd5330953ac9,business,Ep_14__Just_Being_A_Visionary,3,2,The speaker has sufficient observational experience to generalize about others' psychological patterns.,EP_211__Full_Time_Investing_is_Now_My_Side_Hustle._Heres_Why_I_Did_it___How_it_Works_w__Paul_DoCampo,41,3,The speaker believes that engaging in real estate activities while employed provides valuable experience without risking financial stability.,2,9,0.95,"{
  ""entailment_score"": 9,
  ""confidence"": 0.95
}"
religion|Ministry_.VS._Church|19|0|de29a12de4fc7d06|0,religion|Ministry_.VS._Church|19|0|de29a12de4fc7d06,religion,Ministry_.VS._Church,19,0,A good local church leader has both wisdom and influence to guide ministry access.,How_to_Create_a_Family_Culture_That_Loves_to_Read,22,1,Reading these books has been enjoyable and informative for both children and adults.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
commentary|Names__Images__Likenesses_..._Two_Perspectives_on_the_NCAA_Progress_Letter_2|5|1|3b5aaaf39743c162|0,commentary|Names__Images__Likenesses_..._Two_Perspectives_on_the_NCAA_Progress_Letter_2|5|1|3b5aaaf39743c162,commentary,Names__Images__Likenesses_..._Two_Perspectives_on_the_NCAA_Progress_Letter_2,5,1,Federal legislation is necessary to resolve inconsistencies among state laws.,Day_12_of_Protest_Marches_in_Detroit__Will_It_Work_This_Time__A_Look_Back_at_Detroit_s_History_Between_Residents_and_Police_-_With_Historian_Ken_Coleman_2,9,6,Supporting legislation that prevents incidents like George Floyd’s death is necessary.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
political|72729|6|6|da1d1058e0335ef3|0,political|72729|6|6|da1d1058e0335ef3,political,72729,6,6,The speaker trusts that committee testimonies provide reliable insight into future trade outcomes.,51727,7,7,Desired feelings such as empowerment and impact are often sought through future outcomes.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
political|72729|6|6|da1d1058e0335ef3|1,political|72729|6|6|da1d1058e0335ef3,political,72729,6,6,The speaker trusts that committee testimonies provide reliable insight into future trade outcomes.,51727,9,1,Declaring oneself as something in the present tense can influence future outcomes.,2,3,0.75,"{
  ""entailment_score"": 3,
  ""confidence"": 0.75
}"
political|72729|6|6|da1d1058e0335ef3|2,political|72729|6|6|da1d1058e0335ef3,political,72729,6,6,The speaker trusts that committee testimonies provide reliable insight into future trade outcomes.,51727,15,6,The speaker brings others into nature to help them experience similar benefits.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
political|51974|5|0|84401bdc73cd8154|0,political|51974|5|0|84401bdc73cd8154,political,51974,5,0,Legislative progress depends on leadership support from key figures like Senator McConnell.,47171,7,5,Legislative progress has been slowed by the announcement.,2,3,0.7,"{
  ""entailment_score"": 3,
  ""confidence"": 0.7
}"
political|51974|5|0|84401bdc73cd8154|1,political|51974|5|0|84401bdc73cd8154,political,51974,5,0,Legislative progress depends on leadership support from key figures like Senator McConnell.,47171,29,1,Congress is unable to pass key legislation like the Debbie Smith Act.,2,3,0.7,"{
  ""entailment_score"": 3,
  ""confidence"": 0.7
}"
business|Kelly_Rava__Empowerment_Education_Ep._011|10|3|a3f2c7c0077e9846|0,business|Kelly_Rava__Empowerment_Education_Ep._011|10|3|a3f2c7c0077e9846,business,Kelly_Rava__Empowerment_Education_Ep._011,10,3,Pennsylvania and California are both possible locations where the speaker previously lived.,Episode_26_-_Understanding_your_Social_Media_Analytics,2,3,There are specific locations within social media platforms where analytics can be found.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
religion|11-_Black_Lives_Matter__Education_and_Music__KevCoast|6|2|f81bf9d1f9fc6e37|0,religion|11-_Black_Lives_Matter__Education_and_Music__KevCoast|6|2|f81bf9d1f9fc6e37,religion,11-_Black_Lives_Matter__Education_and_Music__KevCoast,6,2,People have some capacity or willingness to engage in education at this time.,What_Is_Life__-_Part_12,0,3,Some people may feel uncomfortable coming back to physical gatherings.,2,5,0.75,"{
  ""entailment_score"": 5,
  ""confidence"": 0.75
}"
sports|EP6_2|2|3|1ae7da4b12cb4a69|0,sports|EP6_2|2|3|1ae7da4b12cb4a69,sports,EP6_2,2,3,The speaker has authority or legitimacy to address the audience.,The_Future_of_Gary_Sanchez,9,0,The speaker is asking if the listener has something.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
sports|EP6_2|2|3|1ae7da4b12cb4a69|1,sports|EP6_2|2|3|1ae7da4b12cb4a69,sports,EP6_2,2,3,The speaker has authority or legitimacy to address the audience.,The_Future_of_Gary_Sanchez,58,1,The speaker has discussed Gary Sanchez previously outside of public recordings.,2,3,0.7,"{
  ""entailment_score"": 3,
  ""confidence"": 0.7
}"
sports|EP6_2|2|3|1ae7da4b12cb4a69|2,sports|EP6_2|2|3|1ae7da4b12cb4a69,sports,EP6_2,2,3,The speaker has authority or legitimacy to address the audience.,The_Future_of_Gary_Sanchez,77,2,The speaker agrees with the claim that no good starting catcher has existed since Jorge Posada.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
sports|EP6_2|2|3|1ae7da4b12cb4a69|3,sports|EP6_2|2|3|1ae7da4b12cb4a69,sports,EP6_2,2,3,The speaker has authority or legitimacy to address the audience.,The_Future_of_Gary_Sanchez,80,1,The speaker has consistently supported this player over the past few years.,2,9,0.95,"{
  ""entailment_score"": 9,
  ""confidence"": 0.95
}"
sports|EP6_2|2|3|1ae7da4b12cb4a69|4,sports|EP6_2|2|3|1ae7da4b12cb4a69,sports,EP6_2,2,3,The speaker has authority or legitimacy to address the audience.,The_Future_of_Gary_Sanchez,146,0,Stan has annoyed the speaker during Yankees games.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
sports|EP6_2|2|3|1ae7da4b12cb4a69|5,sports|EP6_2|2|3|1ae7da4b12cb4a69,sports,EP6_2,2,3,The speaker has authority or legitimacy to address the audience.,The_Future_of_Gary_Sanchez,146,4,The speaker has thrown objects while watching Yankees games due to annoyance with Stan.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
sports|EP6_2|2|3|1ae7da4b12cb4a69|6,sports|EP6_2|2|3|1ae7da4b12cb4a69,sports,EP6_2,2,3,The speaker has authority or legitimacy to address the audience.,The_Future_of_Gary_Sanchez,152,4,The speaker values interaction with their audience.,2,9,0.95,"{
  ""entailment_score"": 9,
  ""confidence"": 0.95
}"
business|How_Skye_Got_Booked_Out_as_a_Virtual_Assistant_in_1_Month___Started_Traveling_the_World|51|2|1bb348e789b3b2be|0,business|How_Skye_Got_Booked_Out_as_a_Virtual_Assistant_in_1_Month___Started_Traveling_the_World|51|2|1bb348e789b3b2be,business,How_Skye_Got_Booked_Out_as_a_Virtual_Assistant_in_1_Month___Started_Traveling_the_World,51,2,Online work environments are inherently more adaptable and scalable than traditional ones.,Day_22_-_of_-_90,1,2,Cash flow is more important than accounting profits for sustaining a business.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
sports|41._Binary_Thinking__Us_vs._Them_Mentality|108|6|f8717c445b1c7e2c|0,sports|41._Binary_Thinking__Us_vs._Them_Mentality|108|6|f8717c445b1c7e2c,sports,41._Binary_Thinking__Us_vs._Them_Mentality,108,6,The speaker views non-response from the listener as a sign of disengagement or indifference.,Slip_Punches_Show_-_Christopher__Pitufo__Diaz_-_EP_23,4,1,The speaker sees the listener's beard.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
sports|41._Binary_Thinking__Us_vs._Them_Mentality|108|6|f8717c445b1c7e2c|1,sports|41._Binary_Thinking__Us_vs._Them_Mentality|108|6|f8717c445b1c7e2c,sports,41._Binary_Thinking__Us_vs._Them_Mentality,108,6,The speaker views non-response from the listener as a sign of disengagement or indifference.,Slip_Punches_Show_-_Christopher__Pitufo__Diaz_-_EP_23,4,2,The speaker uses informal language ('bro') to address the listener.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
sports|41._Binary_Thinking__Us_vs._Them_Mentality|108|6|f8717c445b1c7e2c|2,sports|41._Binary_Thinking__Us_vs._Them_Mentality|108|6|f8717c445b1c7e2c,sports,41._Binary_Thinking__Us_vs._Them_Mentality,108,6,The speaker views non-response from the listener as a sign of disengagement or indifference.,Slip_Punches_Show_-_Christopher__Pitufo__Diaz_-_EP_23,29,0,The listener is the speaker's brother.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
sports|41._Binary_Thinking__Us_vs._Them_Mentality|108|6|f8717c445b1c7e2c|3,sports|41._Binary_Thinking__Us_vs._Them_Mentality|108|6|f8717c445b1c7e2c,sports,41._Binary_Thinking__Us_vs._Them_Mentality,108,6,The speaker views non-response from the listener as a sign of disengagement or indifference.,Slip_Punches_Show_-_Christopher__Pitufo__Diaz_-_EP_23,29,1,The speaker appreciates the listener's support.,2,1,0.8,"{
  ""entailment_score"": 1,
  ""confidence"": 0.8
}"
sports|41._Binary_Thinking__Us_vs._Them_Mentality|108|6|f8717c445b1c7e2c|4,sports|41._Binary_Thinking__Us_vs._Them_Mentality|108|6|f8717c445b1c7e2c,sports,41._Binary_Thinking__Us_vs._Them_Mentality,108,6,The speaker views non-response from the listener as a sign of disengagement or indifference.,Slip_Punches_Show_-_Christopher__Pitufo__Diaz_-_EP_23,29,2,The speaker will see the listener soon.,2,1,0.95,"{
  ""entailment_score"": 1,
  ""confidence"": 0.95
}"
