assumption_id,category,source_episode_id,source_turn_idx,source_assumption_idx,source_speaker_id,assumption_text,control_episode_id,control_explicit_claim_count,matched_control_claims,selected_control_claims,scored_pairs,max_entailment_score,mean_entailment_score,entailed,best_claim_text,best_claim_turn_idx,best_claim_idx,best_overlap_score,best_confidence
business|Ep._59_Cari_Bode__YWCA_of_Regina__Women_of_Distinction_Nominee_2020|5|6|c2c03dafaeab90ae,business,Ep._59_Cari_Bode__YWCA_of_Regina__Women_of_Distinction_Nominee_2020,5,6,SPEAKER_01,Work-life boundaries are inherently blurred in family businesses due to shared identity and emotional investment.,EP014__Pricing_Your_Work_as_a_Creative__Part_One,360,4,4,4,5,2.0,False,The emotional component of pricing creative work includes feelings of self-worth and personal investment.,1,6,3,0.750000
business|The_Proton_Podcast__Ian_Balina___EP._3|15|1|f01c6a26e54461b4,business,The_Proton_Podcast__Ian_Balina___EP._3,15,1,SPEAKER_00,"Crypto adoption can serve as a tool for economic empowerment, especially against systemic risks like inflation and political instability.",What_To_Know_About_Becoming_a_Consultant,15,0,0,0,0,0.0,False,,,,,
business|Growing_from_a_window_cleaner_and_growing_a_national_business__Martin_Ferguson_-_Growth_Strategy_Roadmap|55|3|a06b412a874e3061,business,Growing_from_a_window_cleaner_and_growing_a_national_business__Martin_Ferguson_-_Growth_Strategy_Roadmap,55,3,SPEAKER_00,"The speaker believes their business model is capable of scaling sufficiently to support hiring 1,000 people.",The_SaaSy_Podcast_w__Parker_Eide__SDR_Manager,192,4,4,4,5,2.0,False,"The SASE training taught me specific practices including managing one-on-one meetings, conducting QBRs, hiring, people management, forecasting, and fostering ownership.",27,1,2,0.800000
sports|Ep_7_-_Leslie_Egnot|4|1|b5f12464b4a6cc43,sports,Ep_7_-_Leslie_Egnot,4,1,SPEAKER_01,The outcome of the match between Dennis Connor's team and Team New Zealand reflected the true strength differential among teams.,41_-_Dustin_Brady-_Football-_QB_at_Wynford_High_School__SR,318,0,0,0,0,0.0,False,,,,,
business|You_Deserve_a_Break__A_Conversation_with_Kasey_Mathews|9|0|c067d2151dd8f010,business,You_Deserve_a_Break__A_Conversation_with_Kasey_Mathews,9,0,SPEAKER_01,Personal growth requires internal alignment rather than external mimicry.,105._Subscriptions_and_Membership_Programs__A_Behavioral_Economics_Perspective,32,1,1,1,5,5.0,False,A core principle of effective business modeling is identifying the underlying customer need rather than focusing narrowly on a product.,2,6,2,0.750000
political|72371|14|2|806eb8f73a52ef05,political,72371,14,2,SPEAKER_00,Children should develop independent judgment rather than mimic their parents' beliefs.,90756,137,2,2,2,1,1.0,False,"If institutions band together, they may resist funding cuts rather than comply with Trump’s demands.",16,4,2,0.950000
business|S1_Ep30__The_Grow_Show_with_Michael_Kearney__030|19|1|99cd5dbf67a62e77,business,S1_Ep30__The_Grow_Show_with_Michael_Kearney__030,19,1,SPEAKER_00,Brand alignment with personal values enhances authenticity and market connection.,Episode_153__The_Need_for_Speed_Episode,66,0,0,0,0,0.0,False,,,,,
religion|Understanding_Critical_Theory_Pt._1|5|3|7eb208c9d2695e62,religion,Understanding_Critical_Theory_Pt._1,5,3,SPEAKER_00,The speaker believes they have sufficient grounds to judge today as bad based on their own experience.,This_is_the_Day_2,75,3,3,3,9,4.333333333333333,True,"If the audience does not have the question on their minds, the speaker believes they failed in communication.",0,5,3,0.950000
religion|Episode_27_-_The_Three_Kinds_of_Awareness|14|0|c035065c4ba51841,religion,Episode_27_-_The_Three_Kinds_of_Awareness,14,0,SPEAKER_00,The speaker has agency in generating ideas or outputs.,An_Interview_with_David_Brown,233,6,6,6,9,5.0,True,The speaker has been involved in organizing 10-day prayer initiatives in San Antonio since 2016.,6,3,2,0.950000
business|Episode_045._Choose_to_lead_others_for_the_right_motive_with_bestselling_author_Patrick_Lencioni|19|3|ad8ea85377806a99,business,Episode_045._Choose_to_lead_others_for_the_right_motive_with_bestselling_author_Patrick_Lencioni,19,3,SPEAKER_00,There is a meaningful distinction between leading for intrinsic reasons versus extrinsic incentives.,Canberra_based_leadership_expert_Zoe_Routh_on_a_leadership_mindset_for_the_COVID_crisis,22,0,0,0,0,0.0,False,,,,,
political|96666|8|5|a13ae216187ccc0f,political,96666,8,5,SPEAKER_02,Political disagreement within the Democratic Party signals ideological extremism or instability.,65096,62,0,0,0,0,0.0,False,,,,,
business|SP309__Mark_Ackers_-_When_Did_Cold-Calling_Die|52|3|6886137e14e05944,business,SP309__Mark_Ackers_-_When_Did_Cold-Calling_Die,52,3,SPEAKER_01,The listener values prioritizing critical points over procedural flow.,166_-_Secrets_to_growing_your_LinkedIn_Connections,34,0,0,0,0,0.0,False,,,,,
political|93294|29|5|6cc8ad7c84eae005,political,93294,29,5,SPEAKER_00,Social cohesion through agreement is more appealing than critical evaluation of information.,87085,232,2,2,2,5,3.0,False,Pride in shared principles is more constructive than focusing on differences or perceived flaws.,23,5,2,0.800000
business|The_Weekly_Anchor_-_5_23_2020|37|3|bbf800fbaa154cb7,business,The_Weekly_Anchor_-_5_23_2020,37,3,SPEAKER_01,There is an expectation that financial distress should limit public spending on social programs.,TCB-EPI_057__Elevate_your_Purpose_with_Elevate_Coffee_Trading,208,0,0,0,0,0.0,False,,,,,
religion|Lighten_the_Load|0|1|a7273f54cbd1f044,religion,Lighten_the_Load,0,1,SPEAKER_01,"Listeners will recognize the value in returning to a structured, verse-by-verse format.",Follow_The_Leader___Holy_Spirit_Series_-_Ps_Corey_Turner,30,0,0,0,0,0.0,False,,,,,
business|Adelaide_Entrepreneur_Club_Episode_13_-_An_interview_with_Jessica_Giles|7|0|15cea6891461c0e3,business,Adelaide_Entrepreneur_Club_Episode_13_-_An_interview_with_Jessica_Giles,7,0,SPEAKER_00,Clients benefit most when coaching addresses emotional and identity-level relationships with money rather than just technical skills.,22__Adding_Virtual_Nutrition_Coaching_In_3_Steps,405,17,15,15,9,3.0,True,"After completing the challenge, clients can be guided toward ongoing coaching.",54,2,2,0.950000
commentary|Shekinah_Ruth___I_discuss_Candace_Owens_controversy__BLM__riots____more_2|32|1|3d12a3587c077e42,commentary,Shekinah_Ruth___I_discuss_Candace_Owens_controversy__BLM__riots____more_2,32,1,SPEAKER_00,The speaker considers it morally wrong for someone to cheat on their spouse.,NEO420_Talks_podcast_-_Terrence_Floyd_speaks_against_the_riots...and_arrested_development_in_streets_of_America_2,20,0,0,0,0,0.0,False,,,,,
business|Sr._Director_of_People___Culture_Katherine_Merrill|13|1|404e6e7de1eefc02,business,Sr._Director_of_People___Culture_Katherine_Merrill,13,1,SPEAKER_00,Success in an organization depends on foundational clarity about identity and purpose.,Clearly_articulated_written_standards,18,0,0,0,0,0.0,False,,,,,
business|Find_Killer_Deals_On_Market_Through_Brokers_with_Jason_Nenadov___The_Real_Estate_Investing_Club__1|55|2|fac48b4a9043b0fb,business,Find_Killer_Deals_On_Market_Through_Brokers_with_Jason_Nenadov___The_Real_Estate_Investing_Club__1,55,2,SPEAKER_01,The speaker assumes the listener understands Kiyosaki’s teachings or context.,5._Journeys_In_Health_-_Conversation_With_A_Nutrition_Coach__Tina-_The_Better_Half_-Grone,253,4,4,4,5,3.0,False,The speaker assumes that the listener has used at least one helpful resource.,22,1,3,0.800000
commentary|Episode_44_-_The_Role_s__of_Women_in_Terrorism__with_Mia_Bloom_2|19|4|5261bc85b39ca16b,commentary,Episode_44_-_The_Role_s__of_Women_in_Terrorism__with_Mia_Bloom_2,19,4,SPEAKER_01,Individuals who experience trauma may reframe their identities through acts of collective violence.,We_Are_Podcast__Episode_01_2,114,1,1,1,1,1.0,False,Listeners who enjoy the show may benefit from following the podcast’s social media accounts.,40,6,2,0.950000
business|LGC_E80_-_Michael_Brody-Waite___Great_Leaders_Do_What_Drug_Addicts_Do|36|8|617a1e1a6ecb5f98,business,LGC_E80_-_Michael_Brody-Waite___Great_Leaders_Do_What_Drug_Addicts_Do,36,8,SPEAKER_00,The speaker believes that emotional openness about achievement is socially acceptable despite cultural norms against celebrating success.,DGS_128__Navigating_the_Cash_Crunch_with_Tim_Francis,293,0,0,0,0,0.0,False,,,,,
political|91076|9|0|6dab943841337088,political,91076,9,0,SPEAKER_01,Progressive policy success depends on securing bipartisan support in the Senate.,46205,266,1,1,1,1,1.0,False,Success in running for office depends on gaining public support.,10,3,3,0.800000
business|Accreditation_Facilitating_Trade___Supporting_UK_plc|5|6|c2aa215cb27d7830,business,Accreditation_Facilitating_Trade___Supporting_UK_plc,5,6,SPEAKER_00,Accreditation bodies like UCAS should remain independent but responsive to industry input.,Exclusive_Interview_with_Kristine_Boyd_of_Neiman_Marcus,288,0,0,0,0,0.0,False,,,,,
business|Ep_24_Combating_loneliness_with_care_packages|5|1|8b52554402d0aa0e,business,Ep_24_Combating_loneliness_with_care_packages,5,1,SPEAKER_01,"There is value in maintaining healthy personal relationships, which should be prioritized even amid professional demands.",30_Under_30_Finalist__Sold_Her_1st_Deal_For__2_Million____Niche_Expert___JENNIE_LOK_INTERVIEW,403,0,0,0,0,0.0,False,,,,,
business|38_-_How_to_Stop_Fighting_with_Your_Spouse_about_Money|0|4|6048292bdefb8ab1,business,38_-_How_to_Stop_Fighting_with_Your_Spouse_about_Money,0,4,SPEAKER_01,Long-term behavioral patterns are resistant to immediate correction due to deep-seated psychological roots.,SignalAI_-_Why_startups_with_academics_build_great_products,262,8,8,8,9,3.75,True,"Signal AI's mission is to assist 12 decision makers and knowledge workers in making better-informed, long-term decisions.",1,0,2,0.950000
business|Prioritizing_For_Relationships_With_Ross_Baird|9|4|a7fe06d8ab784b4e,business,Prioritizing_For_Relationships_With_Ross_Baird,9,4,SPEAKER_00,Leadership includes adapting one’s behavior to support team members' natural abilities.,CC_34__Ron_Paul_on_Liberty__Taxes____Everything_Else._The__Construction_Void__Housing_Bubble_Risk___Your_5-Year_Plan,111,0,0,0,0,0.0,False,,,,,
business|An_Interview_with_Juan_Saenz|6|4|03735e04333898fe,business,An_Interview_with_Juan_Saenz,6,4,SPEAKER_00,The speaker believes the listener can identify ways their education influenced their work.,EP_2_Meet_Alexandra___Challenger_of_the_week,222,5,5,5,5,2.2,False,Sharing talents can impact others in ways the creator doesn't know.,18,3,2,0.800000
religion|9._Beckee_Birger|27|2|a8799abf58af982d,religion,9._Beckee_Birger,27,2,SPEAKER_00,Personal experience as a Jewish teen of color informs valid insight into community needs.,Started_From_The_Football_Now_We_Cringe,232,0,0,0,0,0.0,False,,,,,
religion|A_Plain_Answer__The_Cult_of_the_Expert_-_Rev._Dr._Joe_Boot|13|8|4a2c99b1a0755e48,religion,A_Plain_Answer__The_Cult_of_the_Expert_-_Rev._Dr._Joe_Boot,13,8,SPEAKER_01,"Wisdom integrates multiple domains—intellectual, experiential, and ethical—into unified action.",Where_there_s_a_will__there_s_a_way_to_succeed._A_journey_of_overcoming_addiction_and_finding_success,174,0,0,0,0,0.0,False,,,,,
business|China_Gold__CGG__-_Record_Gold_Production__but_Share_Price_Struggles|31|7|762b9a425acab505,business,China_Gold__CGG__-_Record_Gold_Production__but_Share_Price_Struggles,31,7,SPEAKER_00,The Chinese government’s official definition of 'new infrastructure' carries authoritative weight and influences business planning.,Small_Talk_with_Valarie,48,0,0,0,0,0.0,False,,,,,
business|Building_KM_Across_Generations__Daniel_Ranta_on_Transparency__Findability__and_Unity_in_Knowledge_Management|10|2|28d2291ba4d53ae4,business,Building_KM_Across_Generations__Daniel_Ranta_on_Transparency__Findability__and_Unity_in_Knowledge_Management,10,2,SPEAKER_00,"The speaker trusts that the process described—transforming discussion outputs into searchable, structured knowledge—is both feasible and valuable.",Russell_Jaques__Accounts_Payable_Automation_and_Adapting_Sales_During_Covid-19,273,6,6,6,1,1.0,False,The speaker believes the sales process may have significantly changed due to the pandemic.,22,2,2,0.950000
business|Without_a_Brand__it_s_a_Commodity|31|1|4047a097d22f2a3d,business,Without_a_Brand__it_s_a_Commodity,31,1,SPEAKER_01,Product ideas should be validated with real users before broad rollout.,Gender_Equity_During_COVID-19_with_Dr._Rosemary_Morgan,82,0,0,0,0,0.0,False,,,,,
business|Get_out_of_your_own_way___make_money_with_your_mind_with_Dan_Mendilow|11|6|b1a18d40a8317eda,business,Get_out_of_your_own_way___make_money_with_your_mind_with_Dan_Mendilow,11,6,SPEAKER_01,"External failures (e.g., lack of income) are primarily caused by internal resistance rather than systemic issues.",Listening_in_a_Time_of_Great_Change,173,5,5,5,9,6.2,True,Analyzing discrepancies between internal and external feedback reveals underlying assumptions.,27,2,2,0.950000
business|3_Things_We_Wish_We_Had_Done_Sooner|20|1|ca982851f3b4cf61,business,3_Things_We_Wish_We_Had_Done_Sooner,20,1,SPEAKER_00,Audience members who join primarily for freebies lack genuine engagement or loyalty.,Episode_3_-_Halil_Asar_-_Master_Maitre_D,222,1,1,1,3,3.0,False,Audience members provided feedback on previous episodes.,0,7,2,0.700000
political|65896|5|3|24fa8fadcf8e219d,political,65896,5,3,SPEAKER_01,The speaker expects the listener to acknowledge or confirm their comparative advantage in romance.,96834,337,9,9,9,3,2.3333333333333335,False,The speaker assumes the listener did not receive a ticket.,33,6,2,0.800000
political|71092|12|3|1ac082a1ee332dcf,political,71092,12,3,SPEAKER_00,The speaker believes the interlocutor possesses legitimate expertise on the topic.,81208,126,3,3,3,5,2.3333333333333335,False,The speaker believes it was beneficial for Republicans to engage in the process.,1,6,2,0.800000
political|89294|8|3|a4490f682ebbec1f,political,89294,8,3,SPEAKER_02,The speaker trusts that the interlocutor has relevant insight into group dynamics.,83092,25,0,0,0,0,0.0,False,,,,,
business|E112__How_To_Raise_Private_Money_-_Capital_Raising_with_Corey_Peterson_2|2|1|ee73e94608073fe4,business,E112__How_To_Raise_Private_Money_-_Capital_Raising_with_Corey_Peterson_2,2,1,SPEAKER_00,Successful capital raising involves more than financial acumen—it requires strategic relationships and trust-building.,Your_focus_gives_you_clarity,21,0,0,0,0,0.0,False,,,,,
business|Our_Photography_Origin_Stories|94|0|cb9b28f82541a15e,business,Our_Photography_Origin_Stories,94,0,SPEAKER_00,Living near Corning implies familiarity with local cultural institutions like the Corning Museum of Glass.,2_-_Innovation_in_ETH_-_JonJon_Clark__Co-Founder_of_Wildcards.world,352,0,0,0,0,0.0,False,,,,,
political|71349|7|4|fbf1ecd265c05489,political,71349,7,4,SPEAKER_00,Transparency strengthens rather than undermines the rule of law.,87480,182,1,1,1,1,1.0,False,Republican Party strength is rooted in grassroots movements rather than top-down influence.,25,2,2,0.800000
business|Philip_E._Tetlock_on_Forecasting_and_Foraging_as_a_Fox|124|1|f04c16c738589688,business,Philip_E._Tetlock_on_Forecasting_and_Foraging_as_a_Fox,124,1,SPEAKER_01,The principles underlying super forecasting are transferable to domains involving human cognition and action.,E53_PMO_as_a_Service_Provider_with_Simon_Harris,389,0,0,0,0,0.0,False,,,,,
political|83897|3|5|04851843e46dd9eb,political,83897,3,5,SPEAKER_01,The speaker trusts that the change in schedule is final and not subject to further revision.,72805,169,1,1,1,1,1.0,False,The speaker advised the governor not to submit a state implementation plan for federal carbon regulations.,19,8,2,0.800000
religion|24_5_2020_-_James___Lou_di_Castiglione_-_Households_of_Faith_-_Joshua_24|5|4|48a3d33acf48be0a,religion,24_5_2020_-_James___Lou_di_Castiglione_-_Households_of_Faith_-_Joshua_24,5,4,SPEAKER_01,Spiritual intimacy requires intentional effort even when feelings of distance prevail.,The_Prayer_that_God_Answers___Part_9,15,0,0,0,0,0.0,False,,,,,
business|Ep._037__The_Legal_Ramifications_of_Reopening_the_Workplace|12|0|b7eead96af5d3b30,business,Ep._037__The_Legal_Ramifications_of_Reopening_the_Workplace,12,0,SPEAKER_01,A safe workplace is a fundamental legal or ethical obligation of employers.,Wendy_Salle_-_Salle_Opticians,190,0,0,0,0,0.0,False,,,,,
business|Embracing_Your_Grey_Hair___Hair_Care_Toxins|35|7|57dc1fc2aea2c9db,business,Embracing_Your_Grey_Hair___Hair_Care_Toxins,35,7,SPEAKER_00,Personal transformation involving physical change requires psychological and emotional investment.,Ep._214_Complement_Your_Legal_Knowledge_with_a_Team_of_Experts_with_Steven_Bryant,224,0,0,0,0,0.0,False,,,,,
business|Career_guidance_for_young_people_and_interior_design_-_with_Elizabeth_Forbes|23|2|d982d791aae5952c,business,Career_guidance_for_young_people_and_interior_design_-_with_Elizabeth_Forbes,23,2,SPEAKER_00,People should prioritize their emotional well-being over purely technical or creative fulfillment.,Leading_Through_Crisis,285,5,5,5,9,3.4,True,A leader who fails to prioritize personal well-being will struggle to lead their organization effectively.,26,0,2,0.950000
business|Global_Marketing_Trends_2020|18|2|44d180e13376c981,business,Global_Marketing_Trends_2020,18,2,SPEAKER_00,Companies and brands have a definable 'purpose' that can be adhered to or abandoned.,Episode_30_Buying_a_House,190,0,0,0,0,0.0,False,,,,,
religion|Episode_19__Caring_for_the_Anxious___the_Fearful__with_Deepak_Reju|47|1|0694e2e2118b445c,religion,Episode_19__Caring_for_the_Anxious___the_Fearful__with_Deepak_Reju,47,1,SPEAKER_01,The speaker believes that learning from John Henderson provides credible basis for proposing the game show idea.,June_21__2020_6,13,0,0,0,0,0.0,False,,,,,
commentary|Ep._0___PLC_What_2|11|0|ef366e7227e0a0dd,commentary,Ep._0___PLC_What_2,11,0,SPEAKER_00,Shiny's debut song 'Replay' is objectively high quality and worth listening to.,Patrick_Wood_countering_Big_Tech_Social_Media_Censorship__ep_5-23_2020_2,439,0,0,0,0,0.0,False,,,,,
religion|22___Deriving_the_Infinite_Wonder_of_Christ_through_Math__with_Charlene_Hao|5|2|9a27ba3ff0e13194,religion,22___Deriving_the_Infinite_Wonder_of_Christ_through_Math__with_Charlene_Hao,5,2,SPEAKER_01,The speaker expects that others understand the cultural significance of boba shops in casual conversation.,Weekly_Color___Energy_Reading_for_May_11__2020,22,0,0,0,0,0.0,False,,,,,
political|81311|10|1|79dd392a2d362bb2,political,81311,10,1,SPEAKER_01,The speaker has reason to believe the recipient may have engaged with or formed opinions about the image.,49800,220,8,8,8,1,1.0,False,The listener may have thoughts about being an astronaut after their military service.,4,3,3,0.950000
religion|The_Role_of_Vaccines_Through_the_Lens_of_Life|22|0|a1755991382c2ac7,religion,The_Role_of_Vaccines_Through_the_Lens_of_Life,22,0,SPEAKER_00,Ethical discussions about biological research depend on understanding the source of cell lines.,The_Ascension___Acts_1_6-11,19,0,0,0,0,0.0,False,,,,,
business|Ep._17_-_5_Things_That_Any_Investor_Needs_to_Know|12|1|b22deebdbdb27971,business,Ep._17_-_5_Things_That_Any_Investor_Needs_to_Know,12,1,SPEAKER_00,Acknowledging a lack of patience justifies including 'patience' as a topic for discussion.,The_Impossible_Employer_Brand_Metric,28,0,0,0,0,0.0,False,,,,,
business|EP.39__CORONAVIRUS_UPDATES__JAMES_ALTUCHER__BOUNCE_BACK_PREDICTIONS|21|1|4fd7340acb6bbaa6,business,EP.39__CORONAVIRUS_UPDATES__JAMES_ALTUCHER__BOUNCE_BACK_PREDICTIONS,21,1,SPEAKER_01,The speaker trusts their own observation of Jacksonville Beach more than online images.,Master_Communicator_Podcast_with_Akhil_Mittal,113,2,2,2,1,1.0,False,Alturo has more than 400 employees.,2,4,2,0.950000
commentary|Six_Bits_Thursday_25th_June_2020|79|1|68dcd36db48ff992,commentary,Six_Bits_Thursday_25th_June_2020,79,1,SPEAKER_01,The speaker considers it important or noteworthy for the listener to become aware of this fact.,Restore_my_soul_from_this_lump_of_coal,23,0,0,0,0,0.0,False,,,,,
business|Howard_Gluck_-_Deputy_LA_City_Attorney|29|0|939ac962edc3f0a9,business,Howard_Gluck_-_Deputy_LA_City_Attorney,29,0,SPEAKER_01,The legal system requires proof beyond a reasonable doubt for criminal convictions.,Understanding_Human_Behaviour_and_the_Brain_as_the_Leader_with_Roger_Dooley,156,0,0,0,0,0.0,False,,,,,
religion|PF__Praying_the_Promises|16|6|e138d3a574e785a9,religion,PF__Praying_the_Promises,16,6,SPEAKER_00,The speaker views their role as a parent/grandparent as spiritually significant and active.,20200525_Padre_s_Podcast__How_s_Your_Spiritual_Fitness,30,0,0,0,0,0.0,False,,,,,
commentary|087__Charlie_Marie_2|36|1|c7e6274729cfe281,commentary,087__Charlie_Marie_2,36,1,SPEAKER_01,There is a known risk associated with releasing something in December.,EP._6_-_Some_Of_Our_Faves_Have_Really_Come_To_Disgrace_Us,34,0,0,0,0,0.0,False,,,,,
business|Troy_Besseche__Assistant_City_Manager__Sugar_Hill__Georgia_-_Management_Excellence_for_Local_Government_Leaders|15|5|dd08018fc0ca85c0,business,Troy_Besseche__Assistant_City_Manager__Sugar_Hill__Georgia_-_Management_Excellence_for_Local_Government_Leaders,15,5,SPEAKER_00,Public institutions should model best practices observed at federal agencies at the local level.,2__Shift_To_A_Cashless_World,155,0,0,0,0,0.0,False,,,,,
religion|What_is_Success_to_Jesus|10|3|c1edcdeb2057e526,religion,What_is_Success_to_Jesus,10,3,SPEAKER_00,There is a shared understanding of what constitutes respect and recognition in synagogue settings.,Good_News___Part_1_Lee_Mason,23,0,0,0,0,0.0,False,,,,,
commentary|Shekinah_Ruth___I_discuss_Candace_Owens_controversy__BLM__riots____more|46|2|e312bdca17cfd254,commentary,Shekinah_Ruth___I_discuss_Candace_Owens_controversy__BLM__riots____more,46,2,SPEAKER_00,More talk will lead to greater clarity or impact on the issue.,Episode_2___We_re_still_here__My_Goals_for_Quarantine_and_the_Opulence_of_Sawayama_2,45,0,0,0,0,0.0,False,,,,,
commentary|How_to_Get_Started_As_a_New_Real_Estate_Agent-_Showing_expertise_from_a__96_million_a_year_producer_2|88|2|106e1ee1ce3fe8e2,commentary,How_to_Get_Started_As_a_New_Real_Estate_Agent-_Showing_expertise_from_a__96_million_a_year_producer_2,88,2,SPEAKER_00,"Knowledge about houses includes factors beyond publicly available data, such as market trends or off-market details.",Don_Stenberg_on_the_Constitutionality__or_lack_thereof__of_Stay-At-Home_Orders,198,0,0,0,0,0.0,False,,,,,
business|Driving_Change_By_Listening_-_with_Jazmine_Reed-Clark|12|1|821cf8a8773ac6cd,business,Driving_Change_By_Listening_-_with_Jazmine_Reed-Clark,12,1,SPEAKER_00,Past experiences can meaningfully shape present identity or trajectory.,Episode_5__Dreaming_Big___Setting_Goals_As_a_Reseller,345,0,0,0,0,0.0,False,,,,,
sports|Episode_2__Tony_Holler|9|2|faa57c7d0ada9a21,sports,Episode_2__Tony_Holler,9,2,SPEAKER_01,Athletes can develop sufficient race-specific capacity without simulating full-lap distances in training.,Kahari_Beaufort_Interview,381,0,0,0,0,0.0,False,,,,,
business|0116__Pet_Resource_Center_of_Kansas_City_with_Scott_Cotter|22|6|e0faf0fb102fc842,business,0116__Pet_Resource_Center_of_Kansas_City_with_Scott_Cotter,22,6,SPEAKER_01,The speaker’s recommendations carry moral weight and should be followed by others.,Straight_Talk__Excuses,16,0,0,0,0,0.0,False,,,,,
religion|Create_Art__Not_Fear|33|5|3a2bdd1231d62b06,religion,Create_Art__Not_Fear,33,5,SPEAKER_00,People trust the speaker’s judgment about whether something is worth trying.,The_Name_Jesus__by_Bro._Luke_Gray_in_the_1966_Atlanta_Revival,126,0,0,0,0,0.0,False,,,,,
commentary|BTG_007__The_Creative_Process_-_Composing_vs_Arranging|35|9|9385fddabbc52ccc,commentary,BTG_007__The_Creative_Process_-_Composing_vs_Arranging,35,9,SPEAKER_01,The speaker’s enjoyment reflects a broader cultural appreciation for experimental electronic music.,Covid_Trucking_Namibia,93,0,0,0,0,0.0,False,,,,,
business|Safeguarding_COVID-19_Research__Other_Intellectual_Property|0|5|4daca52a9584ecb4,business,Safeguarding_COVID-19_Research__Other_Intellectual_Property,0,5,SPEAKER_00,Swift action by institutions is feasible and necessary rather than merely advisable under current threat conditions.,Revitalise_ReConnect_Meets_-_Steve_McKenna_Wordsmith,183,3,3,3,3,2.3333333333333335,False,You are viewing the situation from an external perspective rather than an internal one.,14,1,2,0.800000
business|EP._40__HOW_WILL_WE_BEHAVE__RORY_SUTHERLAND_ON_THE_NEW_WORLD_OF_WORK_AND_CONSUMER_BEHAVIOR_POST_COVID-19|21|0|cb5a7357becfe512,business,EP._40__HOW_WILL_WE_BEHAVE__RORY_SUTHERLAND_ON_THE_NEW_WORLD_OF_WORK_AND_CONSUMER_BEHAVIOR_POST_COVID-19,21,0,SPEAKER_01,Permanent behavioral shifts are possible after major life transitions like changing work habits.,The_Future_of_Divorce_Court_with_Randy_Kessler_-_Divorce_Attorney_in_Atlanta__Valuation_Podcast,317,0,0,0,0,0.0,False,,,,,
business|Transferable_Skills__Med_Sales_to_Tech_Sales|11|3|01d1aac2e60d6e3b,business,Transferable_Skills__Med_Sales_to_Tech_Sales,11,3,SPEAKER_00,The launch of genetic services represented a strategic shift in the company’s product offerings.,Recruiting_Gym_Stand_Up__28_-_Strategies_To_Succeed_feat._Steve_Moran,232,1,1,1,3,3.0,False,We have diversified our services beyond core IT and digital offerings.,27,5,2,0.700000
commentary|Will_protests_spread_COVID-19|3|5|05c9c757dfa24f86,commentary,Will_protests_spread_COVID-19,3,5,SPEAKER_01,Leadership commitment from local officials correlates with improved public health outcomes.,Quince_de_Mayo,42,0,0,0,0,0.0,False,,,,,
religion|The_Spirit_of_the_Law_-_The_Greatest_Commandment_-_LOVE_-_Pod_for_Israel|1|2|3a8db9041610af52,religion,The_Spirit_of_the_Law_-_The_Greatest_Commandment_-_LOVE_-_Pod_for_Israel,1,2,SPEAKER_00,The audience shares the speaker’s religious framework where Yeshua is considered authoritative on scripture.,Loving_Authority_and_Humble_Faith,17,0,0,0,0,0.0,False,,,,,
religion|Ep._15__Faith_Fear_-_Andrew_Jit|10|5|5f330c0c06839dd7,religion,Ep._15__Faith_Fear_-_Andrew_Jit,10,5,SPEAKER_00,The audience seeks guidance rooted in personal faith rather than abstract doctrine.,The_Church_is_Born_-_Acts_2_37-47,12,0,0,0,0,0.0,False,,,,,
religion|Genuine_Guidelines_for_Living_from_Romans_12_9-21|10|1|e512203ea1880e5a,religion,Genuine_Guidelines_for_Living_from_Romans_12_9-21,10,1,SPEAKER_00,Passion for service is contingent upon a correct understanding and remembrance of the gospel.,6_29_BBL_4_-_Where_Will_it_all_End,27,0,0,0,0,0.0,False,,,,,
religion|S2_Episode_13__The_parable_of_the_two_sons__02_05_2020|68|1|88e90ac0d6c8cd52,religion,S2_Episode_13__The_parable_of_the_two_sons__02_05_2020,68,1,SPEAKER_00,There exists an alternative course of action that is preferable.,What_was_the_favourite_foods_of_the_Holy_Prophet_PBUH,16,0,0,0,0,0.0,False,,,,,
religion|Rogate__Sixth_Sunday_of_Easter__May_17__2020|6|0|ead7570530bd411b,religion,Rogate__Sixth_Sunday_of_Easter__May_17__2020,6,0,SPEAKER_01,The speaker believes in the existence and responsiveness of a divine savior.,Forgiveness_2,13,0,0,0,0,0.0,False,,,,,
business|Greg_Digneo|61|0|4487ef34e54d85c7,business,Greg_Digneo,61,0,SPEAKER_00,The speaker believes that WordPress is relevant to SEO or site ranking.,Why_and_How_to_Determine_Your_Core_Values,115,2,2,2,1,1.0,False,The speaker believes that helping others identify core values is a personal value.,7,2,2,0.950000
business|Telling_Our_Stories_008___Andrew_Herbert|19|2|7003efce1e4b3cc4,business,Telling_Our_Stories_008___Andrew_Herbert,19,2,SPEAKER_01,The speaker expects that questioning should be conducted by strangers rather than someone resembling family members.,Round_1_kickoff__B-Schooled_episode_5,16,0,0,0,0,0.0,False,,,,,
business|JF2080__Medical_Real_Estate_Investing_With_Colin_Carr|43|0|39a692399a8f56a7,business,JF2080__Medical_Real_Estate_Investing_With_Colin_Carr,43,0,SPEAKER_01,Learning through hardship is valuable for professional development.,A_lesson_on_culture_and_a_story_about_passion,64,0,0,0,0,0.0,False,,,,,
