pair_id,category,episode_id,source_path,source_turn_id,source_turn_idx,future_horizon,true_future_turn_id,true_future_turn_idx,true_future_turn_move_label,source_word_count,source_tail_word_count,explicit_count,assumption_count,all_assumption_count,history_turn_count,context_explicit_count,context_assumption_count,original_boundary_verified,source_original_turn_indices_json,true_next_original_turn_indices_json,candidate_count,candidate_pool_complete,candidate_pool_sha256,coverage_drop_reason,requires_legacy_score_rescore,requires_rescore_conditions_json,available_conditions_json
sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:7:8:h1,sports,852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2,data_cleaned/conversation_moves_labeled/sports/852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2.json,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:7,7,1,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:8,8,Agree / Align,357,102,10,3,10,3,35,12,True,[10],[11],25,True,777d2152b6cbcd0c7e6a279a5af3e9d73faa8cdfc788dfaf2ad81a9baf731c51,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:7:10:h3,sports,852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2,data_cleaned/conversation_moves_labeled/sports/852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2.json,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:7,7,3,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:10,10,Clarification Request (Specific),357,102,10,3,10,3,35,12,True,[10],[13],25,True,7ba10518640375c0a7bba2cd96940c77649398118d0596d9d1224f66a8fefd29,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:7:12:h5,sports,852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2,data_cleaned/conversation_moves_labeled/sports/852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2.json,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:7,7,5,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:12,12,Agree / Align,357,102,10,3,10,3,35,12,True,[10],[15],25,True,a099c72eb13c7519aa939de73502790ded42feccd99983fe54b1a646627ad34e,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:8:9:h1,sports,852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2,data_cleaned/conversation_moves_labeled/sports/852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2.json,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:8,8,1,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:9,9,Assert / Elaborate,230,102,9,3,10,3,37,12,True,[11],[12],25,True,6fb2f045e878c6a5ab721d58bf96bd504eb99d081f5f5e32319e26d98f468509,,False,[],"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:8:11:h3,sports,852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2,data_cleaned/conversation_moves_labeled/sports/852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2.json,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:8,8,3,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:11,11,Assert / Elaborate,230,102,9,3,10,3,37,12,True,[11],[14],25,True,6fa886da9ff059292b8c3b944c3329b815bc52c62439155e7a82d33e1715436c,,False,[],"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:8:13:h5,sports,852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2,data_cleaned/conversation_moves_labeled/sports/852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2.json,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:8,8,5,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:13,13,Assert / Elaborate,230,102,9,3,10,3,37,12,True,[11],[16],25,True,9fe150d1635dc500c4b7216961369a4f6af947f2feff2d7f380b4aa4c7727e41,,False,[],"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:9:10:h1,sports,852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2,data_cleaned/conversation_moves_labeled/sports/852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2.json,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:9,9,1,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:10,10,Clarification Request (Specific),466,104,10,3,10,3,39,12,True,[12],[13],25,True,134df0326ccce2a22d11a05719d51925eaecf1087880481534b2842cbc150ea8,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:9:12:h3,sports,852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2,data_cleaned/conversation_moves_labeled/sports/852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2.json,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:9,9,3,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:12,12,Agree / Align,466,104,10,3,10,3,39,12,True,[12],[15],25,True,8eca587dc9fa05bbc63af4ee6703dfca7ff9f4184b097ad05f8f0179ae776515,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:9:14:h5,sports,852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2,data_cleaned/conversation_moves_labeled/sports/852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2.json,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:9,9,5,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:14,14,Topic Shift,466,104,10,3,10,3,39,12,True,[12],[17],25,True,d591a0adb5cdaa30f433eecec36d6c91d26a026afc3e075e02344d9365fd1e83,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:10:11:h1,sports,852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2,data_cleaned/conversation_moves_labeled/sports/852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2.json,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:10,10,1,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:11,11,Assert / Elaborate,313,109,8,3,6,3,37,12,True,[13],[14],25,True,1568ab7cce4e45a52d14a1ac4b7d214a2039d19c894d0150ff0d07a07ad614dd,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:10:13:h3,sports,852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2,data_cleaned/conversation_moves_labeled/sports/852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2.json,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:10,10,3,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:13,13,Assert / Elaborate,313,109,8,3,6,3,37,12,True,[13],[16],25,True,9d534a9e80d70503bc10589d82df384316c12fc9c14bcc581838e1bae7918a84,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:10:15:h5,sports,852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2,data_cleaned/conversation_moves_labeled/sports/852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2.json,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:10,10,5,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:15,15,Assert / Elaborate,313,109,8,3,6,3,37,12,True,[13],[18],25,True,30af7b839e494099795fc15687041d34c47fd8cb38b35d7625bdc2031e933b42,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:11:12:h1,sports,852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2,data_cleaned/conversation_moves_labeled/sports/852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2.json,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:11,11,1,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:12,12,Agree / Align,637,104,10,3,10,3,37,12,True,[14],[15],25,True,dce9519e39250d84c2e454d77b6665111c72420015958a77f8dcfb062215a18a,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:11:14:h3,sports,852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2,data_cleaned/conversation_moves_labeled/sports/852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2.json,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:11,11,3,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:14,14,Topic Shift,637,104,10,3,10,3,37,12,True,[14],[17],25,True,5f50c7dcf089118b3e154750f07c89e38503163f5715c189165d949f34ebe1b6,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:11:16:h5,sports,852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2,data_cleaned/conversation_moves_labeled/sports/852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2.json,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:11,11,5,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:16,16,Clarification Request (Specific),637,104,10,3,10,3,37,12,True,[14],[19],25,True,90e67bfd8da4b12b1ef8ec4689e5952b29eff845564a73dffdaf401474bfd7c6,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:12:13:h1,sports,852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2,data_cleaned/conversation_moves_labeled/sports/852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2.json,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:12,12,1,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:13,13,Assert / Elaborate,315,103,8,3,8,3,36,12,True,[15],[16],25,True,8155a81bc408639dbe1af8f3508872bada347d13d2dc1a9da4d54e578cb9c7c3,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:12:15:h3,sports,852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2,data_cleaned/conversation_moves_labeled/sports/852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2.json,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:12,12,3,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:15,15,Assert / Elaborate,315,103,8,3,8,3,36,12,True,[15],[18],25,True,06d229b75dec3df401b9c98e76c3d3e83f2bbfc9155793bb814b2f0a58acf704,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:12:17:h5,sports,852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2,data_cleaned/conversation_moves_labeled/sports/852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2.json,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:12,12,5,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:17,17,Assert / Elaborate,315,103,8,3,8,3,36,12,True,[15],[20],25,True,efb18e3ba8643dd104e2896742290d44daf055610649098dfca42e1c4f5e31e6,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:13:14:h1,sports,852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2,data_cleaned/conversation_moves_labeled/sports/852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2.json,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:13,13,1,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:14,14,Topic Shift,268,111,8,3,8,3,34,12,True,[16],[17],25,True,4760cf92d0367efde224960f8fd664cfda936ff93fbf96b4b08dc51881b6fd80,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:13:16:h3,sports,852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2,data_cleaned/conversation_moves_labeled/sports/852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2.json,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:13,13,3,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:16,16,Clarification Request (Specific),268,111,8,3,8,3,34,12,True,[16],[19],25,True,a18d0118fa8871209113dd90655f8dc998447e2b385192fd20907dd4c717d5e2,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:14:15:h1,sports,852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2,data_cleaned/conversation_moves_labeled/sports/852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2.json,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:14,14,1,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:15,15,Assert / Elaborate,221,102,10,3,10,3,36,12,True,[17],[18],25,True,fe37df1617d10a26419a431c8dbb1ca6912b0c80dd12020b83bdc1c11fd80eba,,False,[],"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:14:17:h3,sports,852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2,data_cleaned/conversation_moves_labeled/sports/852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2.json,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:14,14,3,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:17,17,Assert / Elaborate,221,102,10,3,10,3,36,12,True,[17],[20],25,True,073a0ca5786420df2f945496852ab8971abf2b9a166ca36bfe7120ae1736dde4,,False,[],"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:15:16:h1,sports,852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2,data_cleaned/conversation_moves_labeled/sports/852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2.json,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:15,15,1,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:16,16,Clarification Request (Specific),315,103,10,3,10,3,36,12,True,[18],[19],25,True,0821f88c40bb843720211debacc50adbbf555169c07b8cd85faeebb40edd17cc,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:16:17:h1,sports,852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2,data_cleaned/conversation_moves_labeled/sports/852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2.json,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:16,16,1,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:17,17,Assert / Elaborate,64,64,4,3,5,3,32,12,True,[19],[20],25,True,45cefdbcd299f301246b6807ab882f325d6bf3f0063562086ede284a46692e60,,False,[],"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:19:20:h1,sports,852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2,data_cleaned/conversation_moves_labeled/sports/852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2.json,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:19,19,1,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:20,20,Clarification Request (Specific),366,104,10,3,10,3,34,12,True,[24],[25],25,True,baf2ccc4c396c99cbd150320a42755ee8d071cbccb821777ab6fa69788454c4b,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:22:23:h1,sports,852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2,data_cleaned/conversation_moves_labeled/sports/852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2.json,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:22,22,1,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:23,23,Assert / Elaborate,106,103,7,3,5,3,32,12,True,[27],[28],25,True,5a68c403332303dbac10356c7bd0dd5bb470881975f8a2bb8edc3c6e2664534d,,True,"[""raw_history_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_explicit_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_true_assumptions_b256""]","[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:22:25:h3,sports,852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2,data_cleaned/conversation_moves_labeled/sports/852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2.json,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:22,22,3,sports:852_Sanjay_Rawal_Captured_The_Transformations_That_Occur_Over_3100_Miles_2:25,25,Assert / Elaborate,106,103,7,3,5,3,32,12,True,[27],[30],25,True,9f1afeb054d232f33e2dcb824447521dfb15424e648574e4a599045ed194a8d5,,False,[],"[""raw_history_b256"", ""raw_history_true_assumptions_b256"", ""raw_history_different_episode_assumptions_b256"", ""raw_history_same_episode_random_turn_assumptions_b256"", ""raw_history_explicit_b256""]"
